features.0.0.weight,features.0.1.weight,features.0.1.bias,features.1.conv.0.weight,features.1.conv.1.weight,features.1.conv.1.bias,features.1.conv.3.weight,features.1.conv.3.bias,features.1.conv.3.mask,features.1.conv.4.weight,features.1.conv.4.bias,features.2.conv.0.weight,features.2.conv.0.bias,features.2.conv.0.mask,features.2.conv.1.weight,features.2.conv.1.bias,features.2.conv.3.weight,features.2.conv.4.weight,features.2.conv.4.bias,features.2.conv.6.weight
0.12921266,0.0,0.0,-0.10552602,0.0,0.0,0.08356694,0.0,1.0,0.0,0.0,0.12696032,0.0,1.0,0.42486995,0.027327651,-0.006717453,0.2301305,0.10698225,0.21174401
-0.015425481,0.0,0.0,0.011689483,0.0,0.0,0.02424267,0.0,1.0,0.0,0.0,-0.055993944,0.0,1.0,0.49365893,-0.0017331857,0.0054051797,0.20849875,0.7508996,0.22370891
-0.13603738,0.0,0.0,-0.015222261,0.0,0.0,-0.06377142,0.0,1.0,0.0,0.0,-0.14050998,0.0,1.0,0.5749647,-0.004838894,0.0055433596,0.44312674,-0.020940062,0.26796046
0.16795652,0.0,0.0,0.022418167,0.0,0.0,0.08302739,0.0,1.0,0.0,0.0,0.3976598,0.0,1.0,0.4970421,0.084751576,0.013997814,0.21997613,0.1742298,-0.15423372
0.010349715,0.0,0.0,-0.040944997,0.0,0.0,0.017497506,0.0,1.0,0.0,0.0,0.11268941,0.0,1.0,0.15032844,0.42941615,0.09130382,0.37380025,-0.0010797004,0.040617123
-0.00012754372,0.0,0.0,0.032441787,0.0,0.0,-0.8790753,0.0,1.0,0.0,0.0,-0.059640612,0.0,1.0,0.60126454,-0.0034795234,0.18649617,0.5475448,-0.041206386,0.12735061
-0.0097161485,0.0,0.0,-0.03589269,0.0,0.0,-0.1519347,0.0,1.0,0.0,0.0,-0.24932583,0.0,1.0,0.44554403,0.019695818,0.10407386,0.20989282,0.7371944,-0.037020244
0.008503307,0.0,0.0,0.12930313,0.0,0.0,-0.021646293,0.0,1.0,0.0,0.0,-0.047439586,0.0,1.0,0.30671367,0.3142785,-0.20090336,0.32546836,-0.0031616206,0.028558377
0.015466537,0.0,0.0,0.091670804,0.0,0.0,-0.08877708,0.0,1.0,0.0,0.0,0.33650282,0.0,1.0,0.5074266,0.005988968,-0.3987826,0.37989935,0.10599286,0.10362319
0.021116666,0.0,0.0,-0.19818406,0.0,0.0,0.0006419891,0.0,1.0,0.0,0.0,0.38815182,0.0,1.0,0.35381386,0.22501706,-0.17112216,0.34725347,0.012626031,0.079047784
0.009249423,0.0,0.0,0.04902732,0.0,0.0,-0.23946032,0.0,1.0,0.0,0.0,0.13392419,0.0,1.0,0.2880808,0.31701425,0.022447398,0.23588364,0.076930374,-0.057938937
0.015664972,0.0,0.0,0.002681574,0.0,0.0,0.009503705,0.0,1.0,0.0,0.0,0.011674072,0.0,1.0,0.21429062,0.3648031,0.014372002,0.14436944,0.0024483292,-0.061057083
0.023231689,0.0,0.0,-0.045849573,0.0,0.0,-0.030884959,0.0,1.0,0.0,0.0,-0.2827523,0.0,1.0,0.291405,0.30441895,-0.029182391,0.30277285,0.0053413413,-0.31713566
0.019764617,0.0,0.0,-0.00080079795,0.0,0.0,-0.0012140065,0.0,1.0,0.0,0.0,-0.1603921,0.0,1.0,0.60017204,-0.025644012,-0.08279104,0.34157652,0.29064158,0.28915957
0.00950302,0.0,0.0,-0.00019011386,0.0,0.0,-0.08488522,0.0,1.0,0.0,0.0,0.14614618,0.0,1.0,0.20832974,0.3506643,-0.11356025,0.3455523,-0.0003812482,-0.1397524
-0.0020726742,0.0,0.0,-0.00043293118,0.0,0.0,-0.008536225,0.0,1.0,0.0,0.0,-0.12425572,0.0,1.0,0.142358,0.41957363,-0.099424034,0.3874854,0.002842562,0.19418989
0.02371907,0.0,0.0,-0.00034810256,0.0,0.0,0.03123784,0.0,1.0,0.0,0.0,0.08926109,0.0,1.0,0.36490592,-0.029272282,-0.056920107,-0.20142892,0.36061493,0.2038521
0.029796507,0.0,0.0,-4.8619357e-05,0.0,0.0,-0.006775438,0.0,1.0,0.0,0.0,0.094862714,0.0,1.0,0.25793317,0.34275395,-0.1082028,0.36238557,0.0015164613,-0.12785429
0.030889213,0.0,0.0,-7.1129376e-05,0.0,0.0,-0.28758794,0.0,1.0,0.0,0.0,-0.13950838,0.0,1.0,0.35077298,0.24302803,-0.024476584,0.19197646,0.1179683,-0.024843741
0.022462063,0.0,0.0,-0.00023607636,0.0,0.0,-0.5271096,0.0,1.0,0.0,0.0,-0.024357004,0.0,1.0,0.0,0.0,0.10612711,0.0,0.0,0.07713889
0.033011578,0.0,0.0,-3.2566768e-05,0.0,0.0,0.011294247,0.0,1.0,0.0,0.0,0.035882045,0.0,1.0,0.0,0.0,0.28923687,0.0,0.0,0.08772328
0.035459217,0.0,0.0,-0.00014976853,0.0,0.0,0.11104091,0.0,1.0,0.0,0.0,-0.12251124,0.0,1.0,0.0,0.0,0.17682229,0.0,0.0,-0.2596411
0.023710484,0.0,0.0,0.2821138,0.0,0.0,-0.0016709196,0.0,1.0,0.0,0.0,0.033550683,0.0,1.0,0.0,0.0,-0.017356899,0.0,0.0,-0.14724755
0.013579281,0.0,0.0,0.2344956,0.0,0.0,-0.1319241,0.0,1.0,0.0,0.0,-0.24687248,0.0,1.0,0.0,0.0,-0.11417532,0.0,0.0,-0.30972916
0.0089943195,0.0,0.0,-0.5598271,0.0,0.0,-0.5357021,0.0,1.0,0.0,0.0,0.074632294,0.0,1.0,0.0,0.0,-0.077522814,0.0,0.0,0.13800892
0.021434352,0.0,0.0,2.244448,0.0,0.0,-0.059589986,0.0,1.0,0.0,0.0,0.22385542,0.0,1.0,0.0,0.0,-0.047061063,0.0,0.0,-0.087868325
0.02544938,0.0,0.0,0.70459914,0.0,0.0,-0.017044561,0.0,1.0,0.0,0.0,0.22061966,0.0,1.0,0.0,0.0,-0.28353423,0.0,0.0,0.10599321
0.028092435,0.0,0.0,-2.8969157,0.0,0.0,0.0044965884,0.0,1.0,0.0,0.0,-0.2338131,0.0,1.0,0.0,0.0,-0.15798496,0.0,0.0,-0.0037950736
0.02824466,0.0,0.0,0.73265463,0.0,0.0,0.0087641915,0.0,1.0,0.0,0.0,-0.077968724,0.0,1.0,0.0,0.0,-0.07262448,0.0,0.0,-0.37287217
0.034962475,0.0,0.0,0.5085224,0.0,0.0,-0.00032204282,0.0,1.0,0.0,0.0,0.0058962977,0.0,1.0,0.0,0.0,-0.23586966,0.0,0.0,-0.18389958
0.036117334,0.0,0.0,-1.1465499,0.0,0.0,-0.17256159,0.0,1.0,0.0,0.0,-0.15964341,0.0,1.0,0.0,0.0,-0.14214785,0.0,0.0,-0.062058277
0.026016338,0.0,0.0,0.1198899,0.0,0.0,0.24516243,0.0,1.0,0.0,0.0,0.13783267,0.0,1.0,0.0,0.0,0.094063334,0.0,0.0,0.059014075
0.09968706,0.0,0.0,1.9830028,0.0,0.0,0.33991852,0.0,1.0,0.0,0.0,-0.015245908,0.0,1.0,0.0,0.0,0.092622764,0.0,0.0,0.2700695
0.19358353,0.0,0.0,1.4451686,0.0,0.0,-0.030707378,0.0,1.0,0.0,0.0,-0.03585397,0.0,1.0,0.0,0.0,-0.0057117944,0.0,0.0,-0.065873936
0.0752403,0.0,0.0,0.0591217,0.0,0.0,0.29509717,0.0,1.0,0.0,0.0,-0.3173725,0.0,1.0,0.0,0.0,0.2691221,0.0,0.0,-0.010542015
-0.07645343,0.0,0.0,0.1829361,0.0,0.0,-0.19199319,0.0,1.0,0.0,0.0,-0.08207996,0.0,1.0,0.0,0.0,0.31758782,0.0,0.0,-0.05758401
-0.15332796,0.0,0.0,0.32469591,0.0,0.0,-0.0043365834,0.0,1.0,0.0,0.0,-0.17722742,0.0,1.0,0.0,0.0,0.1024782,0.0,0.0,-0.025049793
0.029611588,0.0,0.0,-0.20755552,0.0,0.0,-0.87428594,0.0,1.0,0.0,0.0,-0.29257768,0.0,1.0,0.0,0.0,0.17913266,0.0,0.0,0.16235656
-0.0055023073,0.0,0.0,-2.0391521,0.0,0.0,0.39643842,0.0,1.0,0.0,0.0,-0.14882609,0.0,1.0,0.0,0.0,0.3582635,0.0,0.0,-0.085897125
-0.010487464,0.0,0.0,-1.7906754,0.0,0.0,-0.014601075,0.0,1.0,0.0,0.0,-0.2859801,0.0,1.0,0.0,0.0,0.11830842,0.0,0.0,-0.011168574
-0.0034958613,0.0,0.0,0.19218956,0.0,0.0,-0.25037688,0.0,1.0,0.0,0.0,0.009854915,0.0,1.0,0.0,0.0,0.08101629,0.0,0.0,0.07033427
-0.03817841,0.0,0.0,-0.45523173,0.0,0.0,0.0006443342,0.0,1.0,0.0,0.0,0.20928824,0.0,1.0,0.0,0.0,0.117532164,0.0,0.0,-0.18657455
-0.08246845,0.0,0.0,-0.63715714,0.0,0.0,-0.12297692,0.0,1.0,0.0,0.0,-0.1985597,0.0,1.0,0.0,0.0,0.064268894,0.0,0.0,0.13926044
0.00010782252,0.0,0.0,-0.35719255,0.0,0.0,-0.012929579,0.0,1.0,0.0,0.0,0.4865297,0.0,1.0,0.0,0.0,0.16931863,0.0,0.0,-0.15331554
-0.23387823,0.0,0.0,0.74401975,0.0,0.0,0.018324774,0.0,1.0,0.0,0.0,-0.3938709,0.0,1.0,0.0,0.0,0.25424114,0.0,0.0,-0.32021537
-0.38838997,0.0,0.0,0.55199194,0.0,0.0,-0.005773405,0.0,1.0,0.0,0.0,0.2805566,0.0,1.0,0.0,0.0,0.20610046,0.0,0.0,0.08920114
0.058702752,0.0,0.0,-0.691244,0.0,0.0,-0.084792055,0.0,1.0,0.0,0.0,-0.10733396,0.0,1.0,0.0,0.0,0.10310142,0.0,0.0,0.19830628
