features.0.0.weight,features.0.1.weight,features.0.1.bias,features.1.conv.0.weight,features.1.conv.1.weight,features.1.conv.1.bias,features.1.conv.3.weight,features.1.conv.3.bias,features.1.conv.3.mask,features.1.conv.4.weight,features.1.conv.4.bias,features.2.conv.0.weight,features.2.conv.0.bias,features.2.conv.0.mask,features.2.conv.1.weight,features.2.conv.1.bias,features.2.conv.3.weight,features.2.conv.4.weight,features.2.conv.4.bias,features.2.conv.6.weight
-0.033480898,0.0,0.0,0.0,0.0,0.0,-0.014490237,0.0,1.0,0.0,0.0,0.03740503,0.0,1.0,0.0,0.0,0.14356044,0.0,0.0,0.11878162
0.027326707,0.0,0.0,0.0,0.0,0.0,-0.15819697,0.0,1.0,0.0,0.0,-0.47985902,0.0,1.0,0.0,0.0,0.28089866,0.0,0.0,-0.030217474
-0.0050554397,0.0,0.0,0.0,0.0,0.0,-0.023979072,0.0,1.0,0.0,0.0,-0.36731797,0.0,1.0,0.0,0.0,0.0072364635,0.0,0.0,-0.075210094
0.0060583195,0.0,0.0,0.0,0.0,0.0,-0.044651087,0.0,1.0,0.0,0.0,-0.051920906,0.0,1.0,0.0,0.0,0.07805424,0.0,0.0,0.019511204
0.022347936,0.0,0.0,0.0,0.0,0.0,-0.007890521,0.0,1.0,0.0,0.0,-0.0031768805,0.0,1.0,0.0,0.0,0.19388118,0.0,0.0,-0.0536797
-0.054239936,0.0,0.0,0.0,0.0,0.0,0.13889061,0.0,1.0,0.0,0.0,-0.39568108,0.0,1.0,0.0,0.0,0.14051591,0.0,0.0,0.088886105
0.013137208,0.0,0.0,0.0,0.0,0.0,-0.53368783,0.0,1.0,0.0,0.0,-0.09454538,0.0,1.0,0.0,0.0,0.15097232,0.0,0.0,-0.063810565
0.0958056,0.0,0.0,0.0,0.0,0.0,-0.0019208047,0.0,1.0,0.0,0.0,0.08439508,0.0,1.0,0.0,0.0,0.31156504,0.0,0.0,-0.13981214
-0.02376979,0.0,0.0,0.0,0.0,0.0,0.29819816,0.0,1.0,0.0,0.0,0.12976952,0.0,1.0,0.0,0.0,0.2449472,0.0,0.0,-0.028735926
0.005043984,0.0,0.0,0.0,0.0,0.0,0.020711074,0.0,1.0,0.0,0.0,0.5399911,0.0,1.0,0.0,0.0,0.04880057,0.0,0.0,0.05768021
0.023265189,0.0,0.0,0.0,0.0,0.0,0.08883919,0.0,1.0,0.0,0.0,-0.6584908,0.0,1.0,0.0,0.0,0.15380718,0.0,0.0,0.059056286
-0.018419906,0.0,0.0,0.0,0.0,0.0,0.26456025,0.0,1.0,0.0,0.0,0.23252039,0.0,1.0,0.0,0.0,0.09649245,0.0,0.0,0.026629036
-0.0315994,0.0,0.0,0.0,0.0,0.0,-0.22929484,0.0,1.0,0.0,0.0,0.15623322,0.0,1.0,0.0,0.0,0.013720162,0.0,0.0,-0.019636303
0.013280143,0.0,0.0,0.0,0.0,0.0,0.21002881,0.0,1.0,0.0,0.0,0.020402698,0.0,1.0,0.0,0.0,0.20055969,0.0,0.0,0.22495146
0.07313979,0.0,0.0,0.0,0.0,0.0,0.016093453,0.0,1.0,0.0,0.0,0.12515458,0.0,1.0,0.0,0.0,0.32303,0.0,0.0,0.028542425
0.107005276,0.0,0.0,0.0,0.0,0.0,-0.033110995,0.0,1.0,0.0,0.0,-0.20036423,0.0,1.0,0.0,0.0,-0.11196474,0.0,0.0,0.0015127979
-0.015139602,0.0,0.0,0.0,0.0,0.0,0.00013449219,0.0,1.0,0.0,0.0,0.010012456,0.0,1.0,0.0,0.0,-0.06902704,0.0,0.0,-0.029968835
-0.3121016,0.0,0.0,0.0,0.0,0.0,0.03368738,0.0,1.0,0.0,0.0,0.6166699,0.0,1.0,0.0,0.0,0.21395856,0.0,0.0,0.021342631
0.13715363,0.0,0.0,0.0,0.0,0.0,-0.08299473,0.0,1.0,0.0,0.0,0.12191102,0.0,1.0,0.0,0.0,-0.060570013,0.0,0.0,0.033534404
0.010004146,0.0,0.0,0.0,0.0,0.0,0.1403425,0.0,1.0,0.0,0.0,-0.08982306,0.0,1.0,0.0,0.0,-0.13421723,0.0,0.0,-0.027791332
-0.54801774,0.0,0.0,0.0,0.0,0.0,0.040424027,0.0,1.0,0.0,0.0,-0.052484956,0.0,1.0,0.0,0.0,-0.03251817,0.0,0.0,0.07278301
-0.038225953,0.0,0.0,0.0,0.0,0.0,0.21962576,0.0,1.0,0.0,0.0,-0.15464728,0.0,1.0,0.0,0.0,0.26229727,0.0,0.0,0.14759433
-0.11111558,0.0,0.0,0.0,0.0,0.0,0.26407668,0.0,1.0,0.0,0.0,-0.4715576,0.0,1.0,0.0,0.0,-0.33333042,0.0,0.0,0.06618339
-0.067392506,0.0,0.0,0.0,0.0,0.0,0.010535512,0.0,1.0,0.0,0.0,0.020429611,0.0,1.0,0.0,0.0,0.066859305,0.0,0.0,0.031692363
0.16123061,0.0,0.0,0.0,0.0,0.0,0.17787638,0.0,1.0,0.0,0.0,0.096796766,0.0,1.0,0.0,0.0,0.16133718,0.0,0.0,-0.12506881
-0.024014259,0.0,0.0,0.0,0.0,0.0,-0.5298548,0.0,1.0,0.0,0.0,0.28678453,0.0,1.0,0.0,0.0,-0.17309412,0.0,0.0,-0.030951537
-0.3037172,0.0,0.0,0.0,0.0,0.0,-0.003820565,0.0,1.0,0.0,0.0,0.08413435,0.0,1.0,0.0,0.0,0.0007848651,0.0,0.0,0.14875825
0.16691718,0.0,0.0,0.0,0.0,0.0,-0.18211192,0.0,1.0,0.0,0.0,0.13552295,0.0,1.0,0.0,0.0,-0.08173001,0.0,0.0,-0.043749228
0.016700907,0.0,0.0,0.0,0.0,0.0,0.00047415786,0.0,1.0,0.0,0.0,0.117249966,0.0,1.0,0.0,0.0,0.16147761,0.0,0.0,0.039114915
-0.51497245,0.0,0.0,0.0,0.0,0.0,-0.35598773,0.0,1.0,0.0,0.0,0.065026686,0.0,1.0,0.0,0.0,-0.045531273,0.0,0.0,0.12664072
-0.059956897,0.0,0.0,0.0,0.0,0.0,0.016926702,0.0,1.0,0.0,0.0,0.038882397,0.0,1.0,0.0,0.0,0.03155786,0.0,0.0,-0.01709551
0.033480402,0.0,0.0,0.0,0.0,0.0,0.014906708,0.0,1.0,0.0,0.0,-0.20787202,0.0,1.0,0.0,0.0,0.12215957,0.0,0.0,-0.0095144585
0.07743593,0.0,0.0,0.0,0.0,0.0,-0.0056043398,0.0,1.0,0.0,0.0,0.15194733,0.0,1.0,0.0,0.0,0.13462874,0.0,0.0,-0.061371922
0.078681506,0.0,0.0,0.0,0.0,0.0,0.053365387,0.0,1.0,0.0,0.0,-0.13810991,0.0,1.0,0.0,0.0,0.100603715,0.0,0.0,0.05564921
0.06322102,0.0,0.0,0.0,0.0,0.0,0.021348597,0.0,1.0,0.0,0.0,0.050660897,0.0,1.0,0.0,0.0,0.3528625,0.0,0.0,-0.054672036
-0.09047447,0.0,0.0,0.0,0.0,0.0,0.013198479,0.0,1.0,0.0,0.0,0.0727419,0.0,1.0,0.0,0.0,0.19815798,0.0,0.0,-0.11578641
0.06638995,0.0,0.0,0.0,0.0,0.0,0.013394623,0.0,1.0,0.0,0.0,-0.18907703,0.0,1.0,0.0,0.0,0.12078471,0.0,0.0,-0.15915899
-0.062029816,0.0,0.0,0.0,0.0,0.0,-0.4791813,0.0,1.0,0.0,0.0,-0.2269932,0.0,1.0,0.0,0.0,0.18030675,0.0,0.0,0.06684799
-0.41319883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066417515,0.0,1.0,0.0,0.0,0.09566289,0.0,0.0,-0.06252702
0.18569951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090889195,0.0,1.0,0.0,0.0,-0.004312092,0.0,0.0,-0.006994992
-0.4634493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31589916,0.0,1.0,0.0,0.0,-0.020866463,0.0,0.0,0.03526174
0.28169352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074994855,0.0,1.0,0.0,0.0,-0.016669476,0.0,0.0,0.06808662
0.24094518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03311625,0.0,1.0,0.0,0.0,-0.011105014,0.0,0.0,0.05873516
-0.7990341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08878728,0.0,1.0,0.0,0.0,-0.02414493,0.0,0.0,0.005346423
0.5230535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12236147,0.0,1.0,0.0,0.0,-0.025614934,0.0,0.0,0.15561092
0.041423988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14707668,0.0,1.0,0.0,0.0,-0.0007153979,0.0,0.0,0.052065294
-0.10905491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28714108,0.0,1.0,0.0,0.0,-0.017600305,0.0,0.0,0.01463436
0.070225775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.58566153,0.0,1.0,0.0,0.0,-0.016369851,0.0,0.0,-0.05489491
0.32298082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1034091,0.0,1.0,0.0,0.0,0.06314433,0.0,0.0,0.017375492
-0.9881499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17142175,0.0,1.0,0.0,0.0,-0.074488424,0.0,0.0,-0.0684079
0.6170137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008651566,0.0,1.0,0.0,0.0,-0.21758284,0.0,0.0,0.09271305
0.41831988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.090430975,0.0,1.0,0.0,0.0,0.21799968,0.0,0.0,0.02428201
-1.358682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.105571285,0.0,1.0,0.0,0.0,0.12720403,0.0,0.0,0.023595963
0.9858416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36520666,0.0,1.0,0.0,0.0,-0.20379378,0.0,0.0,0.86863893
0.037624925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08135017,0.0,1.0,0.0,0.0,0.008572755,0.0,0.0,-0.017780546
-0.03950695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018871855,0.0,1.0,0.0,0.0,0.1699883,0.0,0.0,0.39623192
-0.030727128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19344851,0.0,1.0,0.0,0.0,-0.0145223085,0.0,0.0,0.22437371
0.08113429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23363005,0.0,1.0,0.0,0.0,-0.07916538,0.0,0.0,-0.040166985
-0.18340628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10205722,0.0,1.0,0.0,0.0,0.19467868,0.0,0.0,0.080630384
0.10255308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08396168,0.0,1.0,0.0,0.0,-0.08999909,0.0,0.0,-0.0428896
0.11079513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17320526,0.0,1.0,0.0,0.0,0.14135511,0.0,0.0,-0.014324482
-0.3973949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33448812,0.0,1.0,0.0,0.0,-0.33926162,0.0,0.0,0.038110662
0.2437526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1705188,0.0,1.0,0.0,0.0,0.16771474,0.0,0.0,-1.2238095
-0.020579265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22472829,0.0,1.0,0.0,0.0,-0.06347608,0.0,0.0,-0.0071073254
0.09203844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05135394,0.0,1.0,0.0,0.0,0.13049819,0.0,0.0,0.01878532
-0.060209494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05076324,0.0,1.0,0.0,0.0,-0.07853926,0.0,0.0,0.033360112
0.020974448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08309832,0.0,1.0,0.0,0.0,0.10321436,0.0,0.0,-0.006371853
0.02636101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28442675,0.0,1.0,0.0,0.0,0.13545509,0.0,0.0,-0.124774106
0.0181635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.083505906,0.0,1.0,0.0,0.0,0.008790961,0.0,0.0,-0.022208968
0.0008671653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2047794,0.0,1.0,0.0,0.0,0.124983676,0.0,0.0,0.031803317
-0.049719043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20767109,0.0,1.0,0.0,0.0,0.39340374,0.0,0.0,0.20997101
-0.035282496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51435786,0.0,1.0,0.0,0.0,0.11427397,0.0,0.0,0.3470289
0.0079341475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020611519,0.0,1.0,0.0,0.0,0.059303828,0.0,0.0,0.0510844
-0.0290887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02361542,0.0,1.0,0.0,0.0,0.16804089,0.0,0.0,-0.05656498
-0.0011033195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25045002,0.0,1.0,0.0,0.0,0.14678642,0.0,0.0,-0.08683684
0.002715713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06866387,0.0,1.0,0.0,0.0,0.022217114,0.0,0.0,-0.07567659
0.0029175673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4171649,0.0,1.0,0.0,0.0,0.07782964,0.0,0.0,-0.044524364
0.000118728385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10223046,0.0,1.0,0.0,0.0,-0.065251686,0.0,0.0,-0.027969956
-0.00065032666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017039334,0.0,1.0,0.0,0.0,0.27856544,0.0,0.0,0.011468263
-0.048687354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35159406,0.0,1.0,0.0,0.0,0.3714376,0.0,0.0,-0.10748691
-0.041140612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21048974,0.0,1.0,0.0,0.0,0.021639,0.0,0.0,0.007962491
0.0031228992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16950278,0.0,1.0,0.0,0.0,0.09283299,0.0,0.0,-0.24983788
-0.027766906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016160656,0.0,1.0,0.0,0.0,0.15901464,0.0,0.0,0.0040068044
-0.0154420985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39139637,0.0,1.0,0.0,0.0,-0.055555765,0.0,0.0,-0.07474635
-0.029883934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.080916785,0.0,1.0,0.0,0.0,0.10339952,0.0,0.0,-0.08441235
-0.009940432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08380327,0.0,1.0,0.0,0.0,0.29433364,0.0,0.0,0.024541885
-0.031443164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16003115,0.0,1.0,0.0,0.0,0.13306297,0.0,0.0,0.24235918
-0.008132311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02558414,0.0,1.0,0.0,0.0,-0.1253394,0.0,0.0,0.121046096
0.0023675042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4536254,0.0,1.0,0.0,0.0,-0.26792657,0.0,0.0,-0.0027772984
-0.009150558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1672918,0.0,1.0,0.0,0.0,-0.13006225,0.0,0.0,-0.010095495
-0.021142574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16779713,0.0,1.0,0.0,0.0,-0.008986368,0.0,0.0,0.024726007
0.0042113927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07712585,0.0,1.0,0.0,0.0,-0.013472187,0.0,0.0,0.0012120197
0.006960299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1892018,0.0,1.0,0.0,0.0,-0.011305181,0.0,0.0,0.0020223756
0.24426717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63119626,0.0,1.0,0.0,0.0,0.031394046,0.0,0.0,-0.17162266
0.1138906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43802258,0.0,1.0,0.0,0.0,0.016381683,0.0,0.0,-0.027546512
0.067819774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03742062,0.0,1.0,0.0,0.0,-0.020738104,0.0,0.0,0.02082711
-0.02166477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02949818,0.0,1.0,0.0,0.0,-0.0075605083,0.0,0.0,0.051113814
-0.06577849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07227022,0.0,1.0,0.0,0.0,-0.21628866,0.0,0.0,0.050927196
-0.02713763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094419956,0.0,1.0,0.0,0.0,-0.22225708,0.0,0.0,-0.09333757
0.15418899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37903947,0.0,1.0,0.0,0.0,-0.036241654,0.0,0.0,0.033051297
0.21419089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09261687,0.0,1.0,0.0,0.0,-0.23446825,0.0,0.0,0.025984578
0.1741526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1352095,0.0,1.0,0.0,0.0,-0.24713029,0.0,0.0,-0.054932404
-0.0038791609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5536213,0.0,1.0,0.0,0.0,0.115579665,0.0,0.0,0.28355414
-0.2948029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22585143,0.0,1.0,0.0,0.0,0.19555332,0.0,0.0,-0.3072923
-0.20136653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2362934,0.0,1.0,0.0,0.0,0.16790058,0.0,0.0,0.2856368
-0.68295735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15831412,0.0,1.0,0.0,0.0,0.09734537,0.0,0.0,-0.07057057
-0.83489645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099321365,0.0,1.0,0.0,0.0,0.1399078,0.0,0.0,0.145887
-0.6305829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011143459,0.0,1.0,0.0,0.0,0.14432088,0.0,0.0,-0.21653506
-0.16411349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21122845,0.0,1.0,0.0,0.0,-0.014873988,0.0,0.0,0.13496807
-0.17055312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024043025,0.0,1.0,0.0,0.0,-0.026781488,0.0,0.0,-0.018454263
-0.13919263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09824907,0.0,1.0,0.0,0.0,-0.0365706,0.0,0.0,-0.010303254
0.14638734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1239353,0.0,1.0,0.0,0.0,0.06392447,0.0,0.0,0.18371035
0.27908465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15292412,0.0,1.0,0.0,0.0,0.23229456,0.0,0.0,0.27644
0.16555008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03152485,0.0,1.0,0.0,0.0,0.15707749,0.0,0.0,0.036159422
0.18067496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07620993,0.0,1.0,0.0,0.0,0.17879416,0.0,0.0,-0.005890233
0.4020687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04651678,0.0,1.0,0.0,0.0,0.53247887,0.0,0.0,-0.09829097
0.13266645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22164941,0.0,1.0,0.0,0.0,0.2985439,0.0,0.0,0.25577146
0.31120056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4313622,0.0,1.0,0.0,0.0,-0.028365633,0.0,0.0,-0.0050692363
0.56008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9477717,0.0,1.0,0.0,0.0,0.023780312,0.0,0.0,0.057256524
0.20871663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3801673,0.0,1.0,0.0,0.0,0.014241445,0.0,0.0,-0.05404862
0.0042974083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5280073,0.0,1.0,0.0,0.0,0.025120158,0.0,0.0,0.11842835
-0.029710647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3727434,0.0,1.0,0.0,0.0,0.15310715,0.0,0.0,0.2791275
0.0455131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6444004,0.0,1.0,0.0,0.0,0.17700596,0.0,0.0,0.12934834
-0.001433051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3073907,0.0,1.0,0.0,0.0,0.062317245,0.0,0.0,-0.15961671
-0.08608838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5979486,0.0,1.0,0.0,0.0,0.28270024,0.0,0.0,0.27290082
0.031124046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6316581,0.0,1.0,0.0,0.0,0.2833524,0.0,0.0,0.2334522
0.0076920907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.40766487,0.0,1.0,0.0,0.0,0.058977794,0.0,0.0,0.05915517
-0.0051753772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.3158517,0.0,1.0,0.0,0.0,0.17307751,0.0,0.0,0.26588786
0.047214694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7085952,0.0,1.0,0.0,0.0,0.15650187,0.0,0.0,-0.04840285
-0.00052228826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2226664,0.0,1.0,0.0,0.0,0.0035409867,0.0,0.0,0.1033165
-0.061685834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36559528,0.0,1.0,0.0,0.0,0.0398307,0.0,0.0,-0.18809792
0.1080581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15452932,0.0,1.0,0.0,0.0,0.070038855,0.0,0.0,0.099491164
0.00012682112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7519892,0.0,1.0,0.0,0.0,0.04342038,0.0,0.0,-0.05841566
-0.16474007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.944763,0.0,1.0,0.0,0.0,0.20036782,0.0,0.0,0.2831882
0.088751145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023678359,0.0,1.0,0.0,0.0,0.1615896,0.0,0.0,0.12151026
0.030148413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0155192595,0.0,1.0,0.0,0.0,0.06807411,0.0,0.0,0.27084935
-0.00057903153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11473687,0.0,1.0,0.0,0.0,0.18415213,0.0,0.0,-0.15617046
0.08180036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10834788,0.0,1.0,0.0,0.0,0.072730444,0.0,0.0,-0.022918014
0.00072165503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13618118,0.0,1.0,0.0,0.0,0.035601526,0.0,0.0,-0.008749112
-0.009052081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055328496,0.0,1.0,0.0,0.0,0.10078513,0.0,0.0,0.019889953
0.021886548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19937237,0.0,1.0,0.0,0.0,0.05818126,0.0,0.0,-0.11547274
0.00013148994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050036494,0.0,1.0,0.0,0.0,0.11443221,0.0,0.0,-0.14150819
-0.03954919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5112831,0.0,1.0,0.0,0.0,0.32744107,0.0,0.0,0.22056624
0.013218017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2978737,0.0,1.0,0.0,0.0,0.2640687,0.0,0.0,0.054018427
0.0027704735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08360104,0.0,1.0,0.0,0.0,0.10494567,0.0,0.0,0.11495576
-0.00874991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04522368,0.0,1.0,0.0,0.0,0.30958307,0.0,0.0,0.1988159
0.022964798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071031645,0.0,1.0,0.0,0.0,0.19511174,0.0,0.0,0.23386866
0.007625646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030980926,0.0,1.0,0.0,0.0,0.05396559,0.0,0.0,0.51877
-0.11617359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038876604,0.0,1.0,0.0,0.0,0.0169605,0.0,0.0,0.038711034
-0.07324981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3418576,0.0,1.0,0.0,0.0,0.05637842,0.0,0.0,-0.027023407
-0.3238409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38335776,0.0,1.0,0.0,0.0,0.06250386,0.0,0.0,0.29844424
-0.2672779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22737212,0.0,1.0,0.0,0.0,0.19692224,0.0,0.0,0.10550495
