Identifier,Evaluation,Tricked,2-Norm for Adv.-Image,Class,filename,match_count
EOTPGD,3993,True,10.018452644348145,79,Trivial Default.csv,
EOTPGD,25040,True,10.303616523742676,500,Trivial Default.csv,
EOTPGD,49504,True,10.38926124572754,990,Trivial Default.csv,
EOTPGD,30471,True,10.50398063659668,609,Trivial Default.csv,
EOTPGD,29886,True,10.126343727111816,597,Trivial Default.csv,
EOTPGD,7337,True,10.529470443725586,146,Trivial Default.csv,
EOTPGD,49287,True,10.43011474609375,985,Trivial Default.csv,
EOTPGD,1991,True,10.322066307067873,39,Trivial Default.csv,
EOTPGD,885,True,10.022828102111816,17,Trivial Default.csv,
EOTPGD,2223,True,9.71243667602539,44,Trivial Default.csv,
EOTPGD,49943,True,9.623979568481444,998,Trivial Default.csv,
EOTPGD,42010,True,10.432360649108888,840,Trivial Default.csv,
EOTPGD,819,True,10.388946533203123,16,Trivial Default.csv,
EOTPGD,15923,True,9.948326110839844,318,Trivial Default.csv,
EOTPGD,21678,True,10.592456817626951,433,Trivial Default.csv,
EOTPGD,26085,True,10.133912086486816,521,Trivial Default.csv,
EOTPGD,49211,True,10.17425537109375,984,Trivial Default.csv,
EOTPGD,12664,True,10.220057487487791,253,Trivial Default.csv,
EOTPGD,34350,True,10.59076976776123,687,Trivial Default.csv,
EOTPGD,19658,True,10.659586906433104,393,Trivial Default.csv,
APGD,29785,True,10.839994430541992,595,Trivial Default.csv,
APGD,46751,True,9.953242301940918,935,Trivial Default.csv,
APGD,14162,True,10.578301429748535,283,Trivial Default.csv,
APGD,30471,True,10.894116401672363,609,Trivial Default.csv,
APGD,7337,True,10.853276252746582,146,Trivial Default.csv,
APGD,49287,True,10.807938575744627,985,Trivial Default.csv,
APGD,21678,True,10.946039199829102,433,Trivial Default.csv,
APGD,29785,True,8.061017036437988,595,Trivial Default.csv,
APGD,46751,True,7.911096572875977,935,Trivial Default.csv,
APGD,14162,True,8.030937194824219,283,Trivial Default.csv,
APGD,30471,True,8.090112686157227,609,Trivial Default.csv,
APGD,7337,True,8.328753471374512,146,Trivial Default.csv,
APGD,21678,True,8.537114143371582,433,Trivial Default.csv,
APGDT,29785,True,9.044429779052734,595,Trivial Default.csv,
APGDT,46751,True,7.811914443969727,935,Trivial Default.csv,
APGDT,14162,True,8.222639083862305,283,Trivial Default.csv,
APGDT,30471,True,7.921221256256104,609,Trivial Default.csv,
APGDT,7337,True,8.340117454528809,146,Trivial Default.csv,
Jitter,31502,True,9.328360557556152,630,Trivial Default.csv,
Jitter,34638,True,8.745173454284668,692,Trivial Default.csv,
Jitter,29785,True,8.975838661193848,595,Trivial Default.csv,
Jitter,21816,True,8.961304664611816,436,Trivial Default.csv,
Jitter,15664,True,8.831308364868164,313,Trivial Default.csv,
Jitter,46751,True,8.666461944580078,935,Trivial Default.csv,
Jitter,37438,True,9.361684799194336,748,Trivial Default.csv,
Jitter,40603,True,8.558075904846191,812,Trivial Default.csv,
Jitter,46520,True,9.208921432495115,930,Trivial Default.csv,
Jitter,22878,True,9.258672714233398,457,Trivial Default.csv,
Jitter,14162,True,8.914580345153809,283,Trivial Default.csv,
Jitter,13665,True,8.908601760864258,273,Trivial Default.csv,
Jitter,6405,True,9.188488960266112,128,Trivial Default.csv,
Jitter,10143,True,8.823186874389648,202,Trivial Default.csv,
Jitter,5805,True,9.47027587890625,116,Trivial Default.csv,
Jitter,13075,True,8.920138359069824,261,Trivial Default.csv,
Jitter,30698,True,9.804553985595703,613,Trivial Default.csv,
Jitter,91,True,8.296014785766602,1,Trivial Default.csv,
Jitter,3993,True,9.144469261169434,79,Trivial Default.csv,
Jitter,25040,True,8.898435592651367,500,Trivial Default.csv,
Jitter,30471,True,9.273635864257812,609,Trivial Default.csv,
Jitter,29886,True,8.961587905883789,597,Trivial Default.csv,
Jitter,7337,True,9.324921607971191,146,Trivial Default.csv,
Jitter,1991,True,9.038318634033203,39,Trivial Default.csv,
Jitter,885,True,8.928169250488281,17,Trivial Default.csv,
Jitter,2223,True,8.74777603149414,44,Trivial Default.csv,
Jitter,49943,True,8.990918159484863,998,Trivial Default.csv,
Jitter,42010,True,9.424274444580078,840,Trivial Default.csv,
Jitter,15923,True,8.876646041870117,318,Trivial Default.csv,
Jitter,21678,True,9.186591148376465,433,Trivial Default.csv,
Jitter,26085,True,9.303411483764648,521,Trivial Default.csv,
Jitter,12664,True,9.08265495300293,253,Trivial Default.csv,
Jitter,34350,True,10.011563301086426,687,Trivial Default.csv,
Jitter,19658,True,9.437013626098633,393,Trivial Default.csv,
Square,46751,True,11.35701847076416,935,Trivial Default.csv,
BPDA,31502,True,12.169170379638672,630,Base Model.csv,2.0
BPDA,33014,True,12.039361953735352,660,Base Model.csv,2.0
BPDA,34638,True,12.163755416870115,692,Base Model.csv,2.0
BPDA,29785,True,12.17042064666748,595,Base Model.csv,2.0
BPDA,21816,True,11.44661808013916,436,Base Model.csv,2.0
BPDA,15664,True,12.170015335083008,313,Base Model.csv,2.0
BPDA,46751,True,11.38956356048584,935,Base Model.csv,2.0
BPDA,37438,True,12.170973777770996,748,Base Model.csv,2.0
BPDA,40603,True,11.048470497131348,812,Base Model.csv,2.0
BPDA,13665,True,12.171278953552246,273,Base Model.csv,2.0
BPDA,6405,True,12.10561752319336,128,Base Model.csv,2.0
BPDA,10143,True,12.118224143981934,202,Base Model.csv,2.0
BPDA,14611,True,11.726102828979492,292,Base Model.csv,2.0
BPDA,13075,True,12.136682510375977,261,Base Model.csv,2.0
BPDA,91,True,12.167296409606934,1,Base Model.csv,2.0
BPDA,3993,True,12.170607566833496,79,Base Model.csv,2.0
BPDA,25040,True,12.131972312927246,500,Base Model.csv,2.0
BPDA,49943,True,11.705492973327637,998,Base Model.csv,2.0
BPDA,42010,True,12.171306610107422,840,Base Model.csv,2.0
BPDA,15923,True,12.156341552734377,318,Base Model.csv,2.0
BPDA,26085,True,12.130146980285645,521,Base Model.csv,2.0
AutoAttack,29785,True,8.26942253112793,595,Base Model.csv,2.0
AutoAttack,46751,True,8.155899047851562,935,Base Model.csv,2.0
AutoAttack,14162,True,8.138094902038574,283,Base Model.csv,2.0
AutoAttack,30471,True,8.233028411865234,609,Base Model.csv,2.0
AutoAttack,7337,True,8.370183944702148,146,Base Model.csv,2.0
AutoAttack,49287,True,8.520995140075684,985,Base Model.csv,2.0
AutoAttack,21678,True,8.713594436645508,433,Base Model.csv,2.0
DIFGSM,31502,True,9.335742950439451,630,Base Model.csv,2.0
DIFGSM,33014,True,8.972635269165039,660,Base Model.csv,2.0
DIFGSM,34638,True,9.140239715576172,692,Base Model.csv,2.0
DIFGSM,29785,True,9.006776809692383,595,Base Model.csv,2.0
DIFGSM,21816,True,8.542937278747559,436,Base Model.csv,2.0
DIFGSM,15664,True,9.253422737121582,313,Base Model.csv,2.0
DIFGSM,46751,True,8.714211463928223,935,Base Model.csv,2.0
DIFGSM,37438,True,8.828513145446777,748,Base Model.csv,2.0
DIFGSM,21503,True,9.513920783996582,430,Base Model.csv,2.0
DIFGSM,40603,True,8.3892183303833,812,Base Model.csv,2.0
DIFGSM,34749,True,9.720623970031738,694,Base Model.csv,2.0
DIFGSM,46520,True,9.19831085205078,930,Base Model.csv,2.0
DIFGSM,22878,True,8.715547561645508,457,Base Model.csv,2.0
DIFGSM,12766,True,9.245650291442873,255,Base Model.csv,2.0
DIFGSM,14162,True,8.929888725280762,283,Base Model.csv,2.0
DIFGSM,13665,True,8.65160083770752,273,Base Model.csv,2.0
DIFGSM,6405,True,9.252774238586426,128,Base Model.csv,2.0
DIFGSM,10143,True,8.710150718688965,202,Base Model.csv,2.0
DIFGSM,5805,True,9.4832124710083,116,Base Model.csv,2.0
DIFGSM,14611,True,8.9309720993042,292,Base Model.csv,2.0
DIFGSM,13075,True,8.950960159301758,261,Base Model.csv,2.0
DIFGSM,30698,True,9.435855865478516,613,Base Model.csv,2.0
DIFGSM,91,True,8.830641746520996,1,Base Model.csv,2.0
DIFGSM,3993,True,8.83723258972168,79,Base Model.csv,2.0
DIFGSM,25040,True,9.133345603942873,500,Base Model.csv,2.0
DIFGSM,49504,True,9.288206100463867,990,Base Model.csv,2.0
DIFGSM,30471,True,9.056978225708008,609,Base Model.csv,2.0
DIFGSM,29886,True,8.844078063964844,597,Base Model.csv,2.0
DIFGSM,7337,True,9.21329402923584,146,Base Model.csv,2.0
DIFGSM,49287,True,9.505693435668944,985,Base Model.csv,2.0
DIFGSM,1991,True,9.07551097869873,39,Base Model.csv,2.0
DIFGSM,885,True,8.96015453338623,17,Base Model.csv,2.0
DIFGSM,2223,True,8.514209747314453,44,Base Model.csv,2.0
DIFGSM,49943,True,8.585881233215332,998,Base Model.csv,2.0
DIFGSM,42010,True,9.177279472351074,840,Base Model.csv,2.0
DIFGSM,819,True,9.349695205688477,16,Base Model.csv,2.0
DIFGSM,15923,True,8.932952880859375,318,Base Model.csv,2.0
DIFGSM,21678,True,9.214778900146484,433,Base Model.csv,2.0
DIFGSM,26085,True,8.963129997253418,521,Base Model.csv,2.0
DIFGSM,12664,True,9.174336433410645,253,Base Model.csv,2.0
DIFGSM,34350,True,9.191595077514648,687,Base Model.csv,2.0
DIFGSM,19658,True,9.327566146850586,393,Base Model.csv,2.0
MIFGSM,31502,True,9.585257530212402,630,Base Model.csv,2.0
MIFGSM,33014,True,9.502094268798828,660,Base Model.csv,2.0
MIFGSM,34638,True,9.182768821716309,692,Base Model.csv,2.0
MIFGSM,29785,True,9.48593044281006,595,Base Model.csv,2.0
MIFGSM,21816,True,9.109208106994627,436,Base Model.csv,2.0
MIFGSM,15664,True,9.470417022705078,313,Base Model.csv,2.0
MIFGSM,46751,True,8.96341323852539,935,Base Model.csv,2.0
MIFGSM,37438,True,9.216465950012209,748,Base Model.csv,2.0
MIFGSM,21503,True,10.017422676086426,430,Base Model.csv,2.0
MIFGSM,40603,True,8.370536804199219,812,Base Model.csv,2.0
MIFGSM,34749,True,10.160195350646973,694,Base Model.csv,2.0
MIFGSM,46520,True,9.663536071777344,930,Base Model.csv,2.0
MIFGSM,22878,True,8.976625442504883,457,Base Model.csv,2.0
MIFGSM,12766,True,9.766002655029297,255,Base Model.csv,2.0
MIFGSM,14162,True,9.233192443847656,283,Base Model.csv,2.0
MIFGSM,13665,True,9.069164276123049,273,Base Model.csv,2.0
MIFGSM,6405,True,10.060956954956056,128,Base Model.csv,2.0
MIFGSM,10143,True,9.02853298187256,202,Base Model.csv,2.0
MIFGSM,5805,True,10.208706855773926,116,Base Model.csv,2.0
MIFGSM,14611,True,9.507977485656738,292,Base Model.csv,2.0
MIFGSM,13075,True,9.228253364562988,261,Base Model.csv,2.0
MIFGSM,30698,True,10.049633979797363,613,Base Model.csv,2.0
MIFGSM,91,True,8.997092247009277,1,Base Model.csv,2.0
MIFGSM,3993,True,9.236191749572754,79,Base Model.csv,2.0
MIFGSM,25040,True,9.496122360229492,500,Base Model.csv,2.0
MIFGSM,49504,True,9.79914665222168,990,Base Model.csv,2.0
MIFGSM,30471,True,9.53272533416748,609,Base Model.csv,2.0
MIFGSM,29886,True,9.213263511657717,597,Base Model.csv,2.0
MIFGSM,7337,True,9.495566368103027,146,Base Model.csv,2.0
MIFGSM,49287,True,9.838190078735352,985,Base Model.csv,2.0
MIFGSM,1991,True,9.61505889892578,39,Base Model.csv,2.0
MIFGSM,885,True,9.269217491149902,17,Base Model.csv,2.0
MIFGSM,2223,True,8.938383102416992,44,Base Model.csv,2.0
MIFGSM,49943,True,8.714447975158691,998,Base Model.csv,2.0
MIFGSM,42010,True,9.55424690246582,840,Base Model.csv,2.0
MIFGSM,819,True,9.45012092590332,16,Base Model.csv,2.0
MIFGSM,15923,True,8.86239242553711,318,Base Model.csv,2.0
MIFGSM,21678,True,9.661750793457031,433,Base Model.csv,2.0
MIFGSM,26085,True,9.310187339782717,521,Base Model.csv,2.0
MIFGSM,49211,True,9.146053314208984,984,Base Model.csv,2.0
MIFGSM,12664,True,9.496858596801758,253,Base Model.csv,2.0
MIFGSM,34350,True,9.779321670532228,687,Base Model.csv,2.0
MIFGSM,19658,True,9.98085880279541,393,Base Model.csv,2.0
RFGSM,31502,True,9.451128959655762,630,Base Model.csv,2.0
RFGSM,33014,True,9.367106437683104,660,Base Model.csv,2.0
RFGSM,34638,True,9.129355430603027,692,Base Model.csv,2.0
RFGSM,29785,True,9.378232955932615,595,Base Model.csv,2.0
RFGSM,21816,True,8.964552879333496,436,Base Model.csv,2.0
RFGSM,15664,True,9.39989948272705,313,Base Model.csv,2.0
RFGSM,46751,True,8.886006355285645,935,Base Model.csv,2.0
RFGSM,37438,True,9.159224510192873,748,Base Model.csv,2.0
RFGSM,21503,True,9.851679801940918,430,Base Model.csv,2.0
RFGSM,40603,True,8.296128273010254,812,Base Model.csv,2.0
RFGSM,34749,True,9.970053672790527,694,Base Model.csv,2.0
RFGSM,46520,True,9.544658660888672,930,Base Model.csv,2.0
RFGSM,22878,True,8.94931411743164,457,Base Model.csv,2.0
RFGSM,12766,True,9.664632797241213,255,Base Model.csv,2.0
RFGSM,14162,True,9.080477714538574,283,Base Model.csv,2.0
RFGSM,13665,True,8.911179542541504,273,Base Model.csv,2.0
RFGSM,6405,True,9.847318649291992,128,Base Model.csv,2.0
RFGSM,10143,True,8.992042541503906,202,Base Model.csv,2.0
RFGSM,5805,True,10.010647773742676,116,Base Model.csv,2.0
RFGSM,14611,True,9.383827209472656,292,Base Model.csv,2.0
RFGSM,13075,True,9.161347389221191,261,Base Model.csv,2.0
RFGSM,30698,True,9.901832580566406,613,Base Model.csv,2.0
RFGSM,91,True,8.877994537353516,1,Base Model.csv,2.0
RFGSM,3993,True,9.085262298583984,79,Base Model.csv,2.0
RFGSM,25040,True,9.132431983947754,500,Base Model.csv,2.0
RFGSM,49504,True,9.678410530090332,990,Base Model.csv,2.0
RFGSM,30471,True,9.48047924041748,609,Base Model.csv,2.0
RFGSM,29886,True,9.03801441192627,597,Base Model.csv,2.0
RFGSM,7337,True,9.36183738708496,146,Base Model.csv,2.0
RFGSM,49287,True,9.758355140686035,985,Base Model.csv,2.0
RFGSM,1991,True,9.449195861816406,39,Base Model.csv,2.0
RFGSM,885,True,9.16090488433838,17,Base Model.csv,2.0
RFGSM,2223,True,8.842263221740723,44,Base Model.csv,2.0
RFGSM,49943,True,8.64648723602295,998,Base Model.csv,2.0
RFGSM,42010,True,9.443685531616213,840,Base Model.csv,2.0
RFGSM,819,True,9.538147926330566,16,Base Model.csv,2.0
RFGSM,15923,True,8.795332908630371,318,Base Model.csv,2.0
RFGSM,21678,True,9.52646541595459,433,Base Model.csv,2.0
RFGSM,26085,True,9.240910530090332,521,Base Model.csv,2.0
RFGSM,49211,True,9.044413566589355,984,Base Model.csv,2.0
RFGSM,12664,True,9.47121810913086,253,Base Model.csv,2.0
RFGSM,34350,True,9.634559631347656,687,Base Model.csv,2.0
RFGSM,19658,True,9.76368522644043,393,Base Model.csv,2.0
EOTPGD,31502,True,9.477603912353516,630,Base Model.csv,2.0
EOTPGD,33014,True,9.236083984375,660,Base Model.csv,2.0
EOTPGD,34638,True,9.043655395507812,692,Base Model.csv,2.0
EOTPGD,29785,True,9.335317611694336,595,Base Model.csv,2.0
EOTPGD,21816,True,8.977811813354492,436,Base Model.csv,2.0
EOTPGD,15664,True,9.29685878753662,313,Base Model.csv,2.0
EOTPGD,46751,True,8.87651538848877,935,Base Model.csv,2.0
EOTPGD,37438,True,9.17863941192627,748,Base Model.csv,2.0
EOTPGD,21503,True,9.896233558654783,430,Base Model.csv,2.0
EOTPGD,40603,True,8.304709434509277,812,Base Model.csv,2.0
EOTPGD,34749,True,10.185078620910645,694,Base Model.csv,2.0
EOTPGD,46520,True,9.505069732666016,930,Base Model.csv,2.0
EOTPGD,22878,True,8.934121131896973,457,Base Model.csv,2.0
EOTPGD,12766,True,9.561139106750488,255,Base Model.csv,2.0
EOTPGD,14162,True,9.083971977233888,283,Base Model.csv,2.0
EOTPGD,13665,True,8.918801307678223,273,Base Model.csv,2.0
EOTPGD,6405,True,9.733736038208008,128,Base Model.csv,2.0
EOTPGD,10143,True,8.954516410827637,202,Base Model.csv,2.0
EOTPGD,5805,True,10.013790130615234,116,Base Model.csv,2.0
EOTPGD,14611,True,9.536893844604492,292,Base Model.csv,2.0
EOTPGD,13075,True,9.17117977142334,261,Base Model.csv,2.0
EOTPGD,30698,True,9.84443473815918,613,Base Model.csv,2.0
EOTPGD,91,True,8.910455703735352,1,Base Model.csv,2.0
EOTPGD,3993,True,8.883298873901367,79,Base Model.csv,2.0
EOTPGD,25040,True,9.151172637939451,500,Base Model.csv,2.0
EOTPGD,49504,True,9.697983741760254,990,Base Model.csv,2.0
EOTPGD,30471,True,9.465168952941896,609,Base Model.csv,2.0
EOTPGD,29886,True,9.053750991821287,597,Base Model.csv,2.0
EOTPGD,7337,True,9.386820793151855,146,Base Model.csv,2.0
EOTPGD,49287,True,9.637999534606934,985,Base Model.csv,2.0
EOTPGD,1991,True,9.45403003692627,39,Base Model.csv,2.0
EOTPGD,885,True,9.11141872406006,17,Base Model.csv,2.0
EOTPGD,2223,True,8.793695449829102,44,Base Model.csv,2.0
EOTPGD,49943,True,8.626025199890137,998,Base Model.csv,2.0
EOTPGD,42010,True,9.535567283630373,840,Base Model.csv,2.0
EOTPGD,819,True,9.49702262878418,16,Base Model.csv,2.0
EOTPGD,15923,True,8.83960247039795,318,Base Model.csv,2.0
EOTPGD,21678,True,9.535758018493652,433,Base Model.csv,2.0
EOTPGD,26085,True,9.255362510681152,521,Base Model.csv,2.0
EOTPGD,49211,True,9.049484252929688,984,Base Model.csv,2.0
EOTPGD,12664,True,9.422426223754885,253,Base Model.csv,2.0
EOTPGD,34350,True,9.606858253479004,687,Base Model.csv,2.0
EOTPGD,19658,True,9.829797744750977,393,Base Model.csv,2.0
APGD,29785,True,9.605210304260254,595,Base Model.csv,2.0
APGD,46751,True,9.090685844421388,935,Base Model.csv,2.0
APGD,14162,True,9.09761905670166,283,Base Model.csv,2.0
APGD,30471,True,9.62282943725586,609,Base Model.csv,2.0
APGD,7337,True,9.579354286193848,146,Base Model.csv,2.0
APGD,49287,True,9.788698196411133,985,Base Model.csv,2.0
APGD,21678,True,9.784077644348145,433,Base Model.csv,2.0
APGD,29785,True,7.753686428070068,595,Base Model.csv,2.0
APGD,46751,True,8.343138694763184,935,Base Model.csv,2.0
APGD,14162,True,8.073576927185059,283,Base Model.csv,2.0
APGD,30471,True,7.889193058013916,609,Base Model.csv,2.0
APGDT,29785,True,9.391725540161133,595,Base Model.csv,2.0
APGDT,46751,True,8.466854095458984,935,Base Model.csv,2.0
APGDT,14162,True,8.137572288513184,283,Base Model.csv,2.0
APGDT,30471,True,8.482874870300293,609,Base Model.csv,2.0
APGDT,7337,True,8.124838829040527,146,Base Model.csv,2.0
Jitter,31502,True,8.297330856323242,630,Base Model.csv,2.0
Jitter,34638,True,8.06729507446289,692,Base Model.csv,2.0
Jitter,29785,True,8.006917953491211,595,Base Model.csv,2.0
Jitter,21816,True,8.055235862731934,436,Base Model.csv,2.0
Jitter,15664,True,7.956119537353516,313,Base Model.csv,2.0
Jitter,46751,True,8.208370208740234,935,Base Model.csv,2.0
Jitter,37438,True,8.227339744567871,748,Base Model.csv,2.0
Jitter,40603,True,7.804405212402344,812,Base Model.csv,2.0
Jitter,46520,True,8.35765266418457,930,Base Model.csv,2.0
Jitter,22878,True,8.052998542785645,457,Base Model.csv,2.0
Jitter,14162,True,8.14140796661377,283,Base Model.csv,2.0
Jitter,13665,True,8.098339080810547,273,Base Model.csv,2.0
Jitter,6405,True,8.469682693481445,128,Base Model.csv,2.0
Jitter,10143,True,7.992273807525635,202,Base Model.csv,2.0
Jitter,5805,True,8.526589393615723,116,Base Model.csv,2.0
Jitter,13075,True,8.09093189239502,261,Base Model.csv,2.0
Jitter,30698,True,8.7080078125,613,Base Model.csv,2.0
Jitter,91,True,7.5508246421813965,1,Base Model.csv,2.0
Jitter,3993,True,8.103957176208496,79,Base Model.csv,2.0
Jitter,25040,True,7.969985485076904,500,Base Model.csv,2.0
Jitter,30471,True,8.342973709106445,609,Base Model.csv,2.0
Jitter,29886,True,7.843317031860352,597,Base Model.csv,2.0
Jitter,7337,True,8.226547241210938,146,Base Model.csv,2.0
Jitter,1991,True,8.243865966796875,39,Base Model.csv,2.0
Jitter,885,True,8.163235664367676,17,Base Model.csv,2.0
Jitter,2223,True,7.852281093597412,44,Base Model.csv,2.0
Jitter,49943,True,8.01105785369873,998,Base Model.csv,2.0
Jitter,42010,True,8.309090614318848,840,Base Model.csv,2.0
Jitter,15923,True,8.020456314086914,318,Base Model.csv,2.0
Jitter,21678,True,8.203858375549316,433,Base Model.csv,2.0
Jitter,26085,True,8.127229690551758,521,Base Model.csv,2.0
Jitter,12664,True,8.197522163391113,253,Base Model.csv,2.0
Jitter,34350,True,8.57497501373291,687,Base Model.csv,2.0
Jitter,19658,True,8.591821670532227,393,Base Model.csv,2.0
Square,46751,True,11.152532577514648,935,Base Model.csv,2.0
