Identifier,Evaluation,Tricked,2-Norm for Adv.-Image,Class,filename,match_count
MIFGSM,37438,True,9.79626178741455,748,SCP Adv.csv,
MIFGSM,46520,True,10.45256805419922,930,SCP Adv.csv,
MIFGSM,22878,True,9.65982437133789,457,SCP Adv.csv,
MIFGSM,14162,True,9.87257957458496,283,SCP Adv.csv,
MIFGSM,6405,True,10.734045028686523,128,SCP Adv.csv,
MIFGSM,10143,True,3.0189971923828125,202,SCP Adv.csv,
MIFGSM,5805,True,10.719514846801758,116,SCP Adv.csv,
MIFGSM,14611,True,10.083768844604492,292,SCP Adv.csv,
MIFGSM,30698,True,10.379454612731934,613,SCP Adv.csv,
MIFGSM,30471,True,10.34828281402588,609,SCP Adv.csv,
MIFGSM,29886,True,9.945645332336426,597,SCP Adv.csv,
MIFGSM,2223,True,9.479730606079102,44,SCP Adv.csv,
MIFGSM,49943,True,9.474018096923828,998,SCP Adv.csv,
MIFGSM,42010,True,10.256817817687988,840,SCP Adv.csv,
MIFGSM,21678,True,10.286660194396973,433,SCP Adv.csv,
MIFGSM,34350,True,10.132108688354492,687,SCP Adv.csv,
MIFGSM,19658,True,10.810935020446776,393,SCP Adv.csv,
RFGSM,33014,True,9.791587829589844,660,SCP Adv.csv,
RFGSM,29785,True,10.188725471496582,595,SCP Adv.csv,
RFGSM,46751,True,9.085412979125977,935,SCP Adv.csv,
RFGSM,37438,True,9.73680591583252,748,SCP Adv.csv,
RFGSM,46520,True,10.32182788848877,930,SCP Adv.csv,
RFGSM,22878,True,9.478988647460938,457,SCP Adv.csv,
RFGSM,14162,True,9.864616394042969,283,SCP Adv.csv,
RFGSM,10143,True,4.272201061248779,202,SCP Adv.csv,
RFGSM,5805,True,10.61289405822754,116,SCP Adv.csv,
RFGSM,14611,True,9.958812713623049,292,SCP Adv.csv,
RFGSM,30698,True,10.239076614379885,613,SCP Adv.csv,
RFGSM,30471,True,10.234498977661133,609,SCP Adv.csv,
RFGSM,29886,True,9.819811820983888,597,SCP Adv.csv,
RFGSM,2223,True,9.402101516723633,44,SCP Adv.csv,
RFGSM,49943,True,9.468682289123535,998,SCP Adv.csv,
RFGSM,42010,True,10.124086380004885,840,SCP Adv.csv,
RFGSM,21678,True,10.220128059387209,433,SCP Adv.csv,
RFGSM,34350,True,10.021971702575684,687,SCP Adv.csv,
RFGSM,19658,True,10.695849418640137,393,SCP Adv.csv,
EOTPGD,29785,True,10.173660278320312,595,SCP Adv.csv,
EOTPGD,37438,True,9.624235153198242,748,SCP Adv.csv,
EOTPGD,22878,True,9.36605453491211,457,SCP Adv.csv,
EOTPGD,14162,True,9.842185974121094,283,SCP Adv.csv,
EOTPGD,10143,True,7.291733741760254,202,SCP Adv.csv,
EOTPGD,5805,True,10.546666145324709,116,SCP Adv.csv,
EOTPGD,14611,True,9.98479175567627,292,SCP Adv.csv,
EOTPGD,30698,True,10.130459785461426,613,SCP Adv.csv,
EOTPGD,30471,True,10.174449920654297,609,SCP Adv.csv,
EOTPGD,29886,True,9.813369750976562,597,SCP Adv.csv,
EOTPGD,49943,True,9.383028030395508,998,SCP Adv.csv,
EOTPGD,21678,True,10.108586311340332,433,SCP Adv.csv,
EOTPGD,34350,True,9.974102973937988,687,SCP Adv.csv,
EOTPGD,19658,True,10.69395923614502,393,SCP Adv.csv,
Jitter,37438,True,8.315262794494629,748,SCP Adv.csv,
Jitter,22878,True,8.305335998535156,457,SCP Adv.csv,
Jitter,10143,True,8.040060997009277,202,SCP Adv.csv,
Jitter,49943,True,7.973731517791748,998,SCP Adv.csv,
Jitter,26085,True,8.135883331298828,521,SCP Adv.csv,
BPDA,46751,True,11.401559829711914,935,Trivial Adv.csv,
BPDA,10143,True,12.115585327148438,202,Trivial Adv.csv,
BPDA,3993,True,12.166282653808594,79,Trivial Adv.csv,
BPDA,49943,True,11.708545684814451,998,Trivial Adv.csv,
BPDA,42010,True,12.166858673095703,840,Trivial Adv.csv,
BPDA,26085,True,12.14006233215332,521,Trivial Adv.csv,
DIFGSM,33014,True,9.722779273986816,660,Trivial Adv.csv,
DIFGSM,29785,True,10.038228034973145,595,Trivial Adv.csv,
DIFGSM,46751,True,8.872220039367676,935,Trivial Adv.csv,
DIFGSM,10143,True,9.7883939743042,202,Trivial Adv.csv,
DIFGSM,5805,True,9.6986083984375,116,Trivial Adv.csv,
DIFGSM,14611,True,8.818045616149902,292,Trivial Adv.csv,
DIFGSM,30471,True,9.880597114562988,609,Trivial Adv.csv,
DIFGSM,29886,True,9.481054306030272,597,Trivial Adv.csv,
DIFGSM,2223,True,8.911410331726074,44,Trivial Adv.csv,
DIFGSM,49943,True,9.43796443939209,998,Trivial Adv.csv,
DIFGSM,21678,True,10.421160697937012,433,Trivial Adv.csv,
DIFGSM,34350,True,9.45620346069336,687,Trivial Adv.csv,
DIFGSM,19658,True,10.314745903015137,393,Trivial Adv.csv,
MIFGSM,33014,True,10.500829696655272,660,Trivial Adv.csv,
MIFGSM,29785,True,10.66382122039795,595,Trivial Adv.csv,
MIFGSM,46751,True,9.793750762939451,935,Trivial Adv.csv,
MIFGSM,37438,True,3.000730037689209,748,Trivial Adv.csv,
MIFGSM,46520,True,10.804362297058104,930,Trivial Adv.csv,
MIFGSM,22878,True,10.138071060180664,457,Trivial Adv.csv,
MIFGSM,14162,True,9.866068840026855,283,Trivial Adv.csv,
MIFGSM,6405,True,11.096424102783203,128,Trivial Adv.csv,
MIFGSM,10143,True,10.379919052124023,202,Trivial Adv.csv,
MIFGSM,5805,True,11.032427787780762,116,Trivial Adv.csv,
MIFGSM,14611,True,10.442938804626465,292,Trivial Adv.csv,
MIFGSM,30698,True,10.74391269683838,613,Trivial Adv.csv,
MIFGSM,30471,True,10.773880958557127,609,Trivial Adv.csv,
MIFGSM,29886,True,10.247093200683594,597,Trivial Adv.csv,
MIFGSM,2223,True,9.968612670898438,44,Trivial Adv.csv,
MIFGSM,49943,True,9.978401184082031,998,Trivial Adv.csv,
MIFGSM,42010,True,9.96422290802002,840,Trivial Adv.csv,
MIFGSM,21678,True,10.817914962768556,433,Trivial Adv.csv,
MIFGSM,34350,True,10.453166961669922,687,Trivial Adv.csv,
MIFGSM,19658,True,11.125831604003906,393,Trivial Adv.csv,
RFGSM,33014,True,10.404528617858888,660,Trivial Adv.csv,
RFGSM,29785,True,10.524998664855955,595,Trivial Adv.csv,
RFGSM,46751,True,9.61197566986084,935,Trivial Adv.csv,
RFGSM,37438,True,4.307939529418945,748,Trivial Adv.csv,
RFGSM,46520,True,10.683274269104004,930,Trivial Adv.csv,
RFGSM,22878,True,10.04376220703125,457,Trivial Adv.csv,
RFGSM,14162,True,10.152021408081056,283,Trivial Adv.csv,
RFGSM,10143,True,10.272130012512209,202,Trivial Adv.csv,
RFGSM,5805,True,10.847979545593262,116,Trivial Adv.csv,
RFGSM,14611,True,10.35140895843506,292,Trivial Adv.csv,
RFGSM,30698,True,10.4879789352417,613,Trivial Adv.csv,
RFGSM,30471,True,10.653694152832031,609,Trivial Adv.csv,
RFGSM,29886,True,10.122340202331545,597,Trivial Adv.csv,
RFGSM,2223,True,9.77061939239502,44,Trivial Adv.csv,
RFGSM,49943,True,9.852280616760254,998,Trivial Adv.csv,
RFGSM,42010,True,10.051243782043455,840,Trivial Adv.csv,
RFGSM,21678,True,10.682053565979004,433,Trivial Adv.csv,
RFGSM,34350,True,10.35578727722168,687,Trivial Adv.csv,
RFGSM,19658,True,10.977221488952637,393,Trivial Adv.csv,
EOTPGD,29785,True,10.451443672180176,595,Trivial Adv.csv,
EOTPGD,37438,True,7.347986698150635,748,Trivial Adv.csv,
EOTPGD,22878,True,10.03154468536377,457,Trivial Adv.csv,
EOTPGD,14162,True,10.182571411132812,283,Trivial Adv.csv,
EOTPGD,10143,True,10.218833923339844,202,Trivial Adv.csv,
EOTPGD,5805,True,10.825742721557615,116,Trivial Adv.csv,
EOTPGD,14611,True,10.314801216125488,292,Trivial Adv.csv,
EOTPGD,30698,True,10.520414352416992,613,Trivial Adv.csv,
EOTPGD,30471,True,10.662674903869627,609,Trivial Adv.csv,
EOTPGD,29886,True,10.113677978515623,597,Trivial Adv.csv,
EOTPGD,49943,True,9.790085792541504,998,Trivial Adv.csv,
EOTPGD,21678,True,10.68848991394043,433,Trivial Adv.csv,
EOTPGD,34350,True,10.301605224609377,687,Trivial Adv.csv,
EOTPGD,19658,True,10.999767303466797,393,Trivial Adv.csv,
Jitter,37438,True,6.750141143798828,748,Trivial Adv.csv,
Jitter,22878,True,8.463366508483887,457,Trivial Adv.csv,
Jitter,10143,True,6.742313861846924,202,Trivial Adv.csv,
Jitter,49943,True,7.999714851379395,998,Trivial Adv.csv,
Jitter,26085,True,8.415837287902832,521,Trivial Adv.csv,
BPDA,46751,True,11.400166511535645,935,Trivial Default.csv,
BPDA,10143,True,12.118948936462402,202,Trivial Default.csv,
BPDA,3993,True,12.170536041259766,79,Trivial Default.csv,
BPDA,49943,True,11.70115089416504,998,Trivial Default.csv,
BPDA,42010,True,12.171306610107422,840,Trivial Default.csv,
BPDA,26085,True,12.130587577819824,521,Trivial Default.csv,
DIFGSM,33014,True,9.928933143615724,660,Trivial Default.csv,
DIFGSM,29785,True,10.037498474121094,595,Trivial Default.csv,
DIFGSM,46751,True,9.501842498779297,935,Trivial Default.csv,
DIFGSM,10143,True,9.535943984985352,202,Trivial Default.csv,
DIFGSM,5805,True,10.160841941833496,116,Trivial Default.csv,
DIFGSM,14611,True,9.580740928649902,292,Trivial Default.csv,
DIFGSM,30471,True,10.100635528564451,609,Trivial Default.csv,
DIFGSM,29886,True,9.895522117614746,597,Trivial Default.csv,
DIFGSM,2223,True,9.23559856414795,44,Trivial Default.csv,
DIFGSM,49943,True,9.178115844726562,998,Trivial Default.csv,
DIFGSM,21678,True,10.26584243774414,433,Trivial Default.csv,
DIFGSM,34350,True,9.793407440185549,687,Trivial Default.csv,
DIFGSM,19658,True,9.775554656982422,393,Trivial Default.csv,
MIFGSM,33014,True,10.494976043701172,660,Trivial Default.csv,
MIFGSM,29785,True,10.617140769958496,595,Trivial Default.csv,
MIFGSM,46751,True,9.815793991088867,935,Trivial Default.csv,
MIFGSM,37438,True,10.269887924194336,748,Trivial Default.csv,
MIFGSM,46520,True,10.367091178894045,930,Trivial Default.csv,
MIFGSM,22878,True,10.101936340332031,457,Trivial Default.csv,
MIFGSM,14162,True,10.32406234741211,283,Trivial Default.csv,
MIFGSM,6405,True,10.73102855682373,128,Trivial Default.csv,
MIFGSM,10143,True,10.065370559692385,202,Trivial Default.csv,
MIFGSM,5805,True,11.016374588012695,116,Trivial Default.csv,
MIFGSM,14611,True,10.363736152648926,292,Trivial Default.csv,
MIFGSM,30698,True,10.826090812683104,613,Trivial Default.csv,
MIFGSM,30471,True,10.646896362304688,609,Trivial Default.csv,
MIFGSM,29886,True,10.27051067352295,597,Trivial Default.csv,
MIFGSM,2223,True,9.648143768310549,44,Trivial Default.csv,
MIFGSM,49943,True,10.009747505187988,998,Trivial Default.csv,
