Identifier,Evaluation,True,2-Norm for Adv.-Image,Class
Unknown,4106,False,0.40071842074394226,3
Unknown,9323,False,0.41281092166900635,7
Unknown,4958,False,0.4920153021812439,0
Unknown,2280,True,0.0,3
Unknown,307,False,0.4020809531211853,7
Unknown,3147,False,0.42511409521102905,9
Unknown,5741,False,0.4542466104030609,4
Unknown,7504,False,0.41004884243011475,7
Unknown,1264,False,0.372591495513916,4
Unknown,2403,False,0.46555331349372864,0
Unknown,6385,False,0.5142513513565063,5
Unknown,7113,False,0.4247317910194397,6
Unknown,1083,False,0.31995996832847595,1
Unknown,8143,False,0.4624806046485901,6
Unknown,1252,False,0.4414488971233368,5
Unknown,5169,False,0.41034987568855286,4
Unknown,1552,False,0.4062804579734802,4
Unknown,9191,False,0.45973488688468933,2
Unknown,9320,False,0.39648234844207764,4
Unknown,6446,False,0.48974549770355225,2
Unknown,4739,False,0.4310939311981201,0
Unknown,5107,False,0.3775755763053894,7
Unknown,6483,False,0.46531733870506287,5
Unknown,2961,False,0.4387141168117523,7
Unknown,3866,False,0.3458996117115021,1
Unknown,1099,False,0.3836391866207123,6
Unknown,2221,False,0.3417447507381439,1
Unknown,5848,False,0.3549816608428955,1
Unknown,965,True,0.0,6
Unknown,6330,False,0.4854547381401062,2
Unknown,6512,False,0.4646644592285156,9
Unknown,202,False,0.3315019905567169,1
Unknown,9945,False,0.4302707612514496,9
Unknown,7007,False,0.4624817967414856,2
Unknown,7699,False,0.4520227909088135,0
Unknown,1474,False,0.3959088623523712,8
Unknown,3784,False,0.338634729385376,1
Unknown,8602,False,0.5203400254249573,2
Unknown,3243,False,0.41223374009132385,0
Unknown,9089,False,0.40773651003837585,9
Unknown,2053,False,0.36861759424209595,4
Unknown,637,False,0.47513774037361145,3
Unknown,809,False,0.31372418999671936,1
Unknown,1553,True,0.43918898701667786,9
Unknown,3128,False,0.4364916682243347,2
Unknown,3910,False,0.48267775774002075,3
Unknown,5093,False,0.3549957573413849,1
Unknown,7696,False,0.43885600566864014,4
Unknown,9372,False,0.4885956943035126,5
Unknown,8286,False,0.35174864530563354,1
Unknown,7224,False,0.4395993947982788,9
Unknown,3727,True,0.0,8
Unknown,7697,False,0.3865922689437866,9
Unknown,2562,False,0.42969128489494324,6
Unknown,7887,False,0.46673035621643066,0
Unknown,1686,False,0.4241763949394226,8
Unknown,1876,False,0.3330093026161194,1
Unknown,2893,False,0.4753687083721161,3
Unknown,1864,False,0.4150047302246094,4
Unknown,7150,False,0.35835641622543335,1
Unknown,3261,False,0.44297465682029724,3
Unknown,5335,False,0.39701327681541443,4
Unknown,6335,False,0.41350996494293213,7
Unknown,7428,False,0.465760737657547,8
Unknown,8590,False,0.42678889632225037,9
Unknown,1930,False,0.419262170791626,2
Unknown,5431,False,0.331734836101532,1
Unknown,3152,False,0.31844231486320496,1
Unknown,899,False,0.4810221791267395,8
Unknown,613,False,0.380787193775177,2
Unknown,4837,False,0.3584373891353607,7
Unknown,442,False,0.4360300302505493,3
Unknown,7445,False,0.40983468294143677,7
Unknown,601,False,0.405502587556839,8
Unknown,4807,True,0.0,8
Unknown,52,False,0.4725704491138458,5
Unknown,7100,False,0.43271130323410034,2
Unknown,3123,False,0.3923969566822052,4
Unknown,5404,False,0.42863741517066956,9
Unknown,9121,False,0.3345377743244171,1
Unknown,9683,False,0.3918110728263855,4
Unknown,5997,True,0.47373995184898376,5
Unknown,3499,False,0.42130404710769653,8
Unknown,1733,False,0.51409912109375,6
Unknown,887,False,0.4761509597301483,3
Unknown,4832,False,0.36984676122665405,6
Unknown,5242,False,0.41399356722831726,9
Unknown,8304,False,0.4483400583267212,7
Unknown,3448,True,0.448260635137558,3
Unknown,8622,False,0.4592982828617096,6
Unknown,3011,False,0.4149859845638275,7
Unknown,5745,False,0.3742903470993042,7
Unknown,5365,False,0.43472588062286377,7
Unknown,2659,False,0.367176353931427,4
Unknown,6006,False,0.369454026222229,7
Unknown,2789,False,0.35103553533554077,1
Unknown,9448,False,0.3694705367088318,7
Unknown,4590,False,0.40320444107055664,4
Unknown,9621,False,0.4558022618293762,0
Unknown,3558,True,0.0,5
DIFGSM,4106,False,0.4609190821647644,3
DIFGSM,9323,False,0.49797648191452026,7
DIFGSM,4958,False,0.4922977685928345,0
DIFGSM,2280,True,0.0,3
DIFGSM,307,False,0.4463905990123749,7
DIFGSM,3147,False,0.4785332977771759,9
DIFGSM,5741,False,0.4801783561706543,4
DIFGSM,7504,False,0.4576374888420105,7
DIFGSM,1264,False,0.40880078077316284,4
DIFGSM,2403,False,0.5152817964553833,0
DIFGSM,6385,False,0.523349940776825,5
DIFGSM,7113,False,0.47445666790008545,6
DIFGSM,1083,False,0.3719114363193512,1
DIFGSM,8143,False,0.4999306797981262,6
DIFGSM,1252,False,0.48995113372802734,5
DIFGSM,5169,False,0.4892144203186035,4
DIFGSM,1552,False,0.44797688722610474,4
DIFGSM,9191,False,0.4886602461338043,2
DIFGSM,9320,False,0.4442129135131836,4
DIFGSM,6446,False,0.5207037925720215,2
DIFGSM,4739,False,0.46417224407196045,0
DIFGSM,5107,False,0.42109784483909607,7
DIFGSM,6483,False,0.5083276629447937,5
DIFGSM,2961,False,0.4819435179233551,7
DIFGSM,3866,False,0.36143192648887634,1
DIFGSM,1099,False,0.41325435042381287,6
DIFGSM,2221,False,0.3818988502025604,1
DIFGSM,5848,False,0.40499886870384216,1
DIFGSM,965,True,0.0,6
DIFGSM,6330,False,0.5311654806137085,2
DIFGSM,6512,False,0.5016967058181763,9
DIFGSM,202,False,0.3651839792728424,1
DIFGSM,9945,False,0.4832773804664612,9
DIFGSM,7007,False,0.5187401175498962,2
DIFGSM,7699,False,0.4778777062892914,0
DIFGSM,1474,False,0.3958875238895416,8
DIFGSM,3784,False,0.39051878452301025,1
DIFGSM,8602,False,0.5431914329528809,2
DIFGSM,3243,False,0.45898905396461487,0
DIFGSM,9089,False,0.45246338844299316,9
DIFGSM,2053,False,0.39189597964286804,4
DIFGSM,637,False,0.5039541125297546,3
DIFGSM,809,False,0.33368808031082153,1
DIFGSM,1553,True,0.4563482701778412,9
DIFGSM,3128,False,0.4674346446990967,2
DIFGSM,3910,False,0.5262154340744019,3
DIFGSM,5093,False,0.39772534370422363,1
DIFGSM,7696,False,0.5014961361885071,4
DIFGSM,9372,False,0.5195215344429016,5
DIFGSM,8286,False,0.3925511837005615,1
DIFGSM,7224,False,0.46725931763648987,9
DIFGSM,3727,True,0.0,8
DIFGSM,7697,False,0.4066174626350403,9
DIFGSM,2562,False,0.46017956733703613,6
DIFGSM,7887,False,0.4749615788459778,0
DIFGSM,1686,False,0.4225653409957886,8
DIFGSM,1876,False,0.3645212650299072,1
DIFGSM,2893,False,0.514549732208252,3
DIFGSM,1864,False,0.46834781765937805,4
DIFGSM,7150,False,0.39618462324142456,1
DIFGSM,3261,False,0.46146705746650696,3
DIFGSM,5335,False,0.4355975389480591,4
DIFGSM,6335,False,0.46198248863220215,7
DIFGSM,7428,False,0.4954208731651306,8
DIFGSM,8590,False,0.44755229353904724,9
DIFGSM,1930,False,0.4494408965110779,2
DIFGSM,5431,False,0.3844590485095978,1
DIFGSM,3152,False,0.3671082854270935,1
DIFGSM,899,False,0.5289713144302368,8
DIFGSM,613,False,0.3993520438671112,2
DIFGSM,4837,False,0.41020891070365906,7
DIFGSM,442,False,0.4852971136569977,3
DIFGSM,7445,False,0.4424055218696594,7
DIFGSM,601,False,0.4387015998363495,8
DIFGSM,4807,True,0.0,8
DIFGSM,52,False,0.48821109533309937,5
DIFGSM,7100,False,0.4851132035255432,2
DIFGSM,3123,False,0.43213605880737305,4
DIFGSM,5404,False,0.4550279676914215,9
DIFGSM,9121,False,0.36649784445762634,1
DIFGSM,9683,False,0.4354526102542877,4
DIFGSM,5997,True,0.48523008823394775,5
DIFGSM,3499,False,0.4568774700164795,8
DIFGSM,1733,False,0.5308021306991577,6
DIFGSM,887,False,0.5007564425468445,3
DIFGSM,4832,False,0.40531328320503235,6
DIFGSM,5242,False,0.46271079778671265,9
DIFGSM,8304,False,0.5070013403892517,7
DIFGSM,3448,True,0.5020211338996887,3
DIFGSM,8622,False,0.48350703716278076,6
DIFGSM,3011,False,0.4948173761367798,7
DIFGSM,5745,False,0.388004869222641,7
DIFGSM,5365,False,0.4884868860244751,7
DIFGSM,2659,False,0.387472003698349,4
DIFGSM,6006,False,0.4517532289028168,7
DIFGSM,2789,False,0.3863376975059509,1
DIFGSM,9448,False,0.42996034026145935,7
DIFGSM,4590,False,0.4587544798851013,4
DIFGSM,9621,False,0.4824439585208893,0
DIFGSM,3558,True,0.0,5
MIFGSM,4106,False,0.3965299725532532,3
MIFGSM,9323,False,0.41340816020965576,7
MIFGSM,4958,False,0.4725033938884735,0
MIFGSM,2280,True,0.0,3
MIFGSM,307,False,0.3873380422592163,7
MIFGSM,3147,False,0.4214839041233063,9
MIFGSM,5741,False,0.44791680574417114,4
MIFGSM,7504,False,0.3958737850189209,7
MIFGSM,1264,False,0.364190936088562,4
MIFGSM,2403,False,0.46674591302871704,0
MIFGSM,6385,False,0.49501556158065796,5
MIFGSM,7113,False,0.41694560647010803,6
MIFGSM,1083,False,0.314089834690094,1
MIFGSM,8143,False,0.4447146952152252,6
MIFGSM,1252,False,0.43215635418891907,5
MIFGSM,5169,False,0.39680352807044983,4
MIFGSM,1552,False,0.40231892466545105,4
MIFGSM,9191,False,0.4396459460258484,2
MIFGSM,9320,False,0.36783620715141296,4
MIFGSM,6446,False,0.46323874592781067,2
MIFGSM,4739,False,0.4129694700241089,0
MIFGSM,5107,False,0.3593607246875763,7
MIFGSM,6483,False,0.45644718408584595,5
MIFGSM,2961,False,0.4215555489063263,7
MIFGSM,3866,False,0.3289445638656616,1
MIFGSM,1099,False,0.3622812032699585,6
MIFGSM,2221,False,0.31404364109039307,1
MIFGSM,5848,False,0.3479848802089691,1
MIFGSM,965,True,0.0,6
MIFGSM,6330,False,0.46659055352211,2
MIFGSM,6512,False,0.4509657919406891,9
MIFGSM,202,False,0.31413498520851135,1
MIFGSM,9945,False,0.41797757148742676,9
MIFGSM,7007,False,0.44594791531562805,2
MIFGSM,7699,False,0.43132391571998596,0
MIFGSM,1474,False,0.3858533501625061,8
MIFGSM,3784,False,0.3267706334590912,1
MIFGSM,8602,False,0.5089871287345886,2
MIFGSM,3243,False,0.40418028831481934,0
MIFGSM,9089,False,0.39217931032180786,9
MIFGSM,2053,False,0.3572845458984375,4
MIFGSM,637,False,0.4479570686817169,3
MIFGSM,809,False,0.30670490860939026,1
MIFGSM,1553,True,0.4251704812049866,9
MIFGSM,3128,False,0.42231106758117676,2
MIFGSM,3910,False,0.472657710313797,3
MIFGSM,5093,False,0.34192609786987305,1
MIFGSM,7696,False,0.4280722737312317,4
MIFGSM,9372,False,0.48108571767807007,5
MIFGSM,8286,False,0.34385544061660767,1
MIFGSM,7224,False,0.42782580852508545,9
MIFGSM,3727,True,0.0,8
MIFGSM,7697,False,0.36998409032821655,9
MIFGSM,2562,False,0.4056873619556427,6
