Identifier,Evaluation,True,2-Norm for Adv.-Image,Class
Unknown,4106,False,0.3916153609752655,3
Unknown,9323,False,0.3887302875518799,7
Unknown,4958,False,0.4678724706172943,0
Unknown,2280,True,0.0,3
Unknown,307,False,0.3738653063774109,7
Unknown,3147,False,0.41177916526794434,9
Unknown,5741,False,0.4269712269306183,4
Unknown,7504,False,0.4015224874019623,7
Unknown,1264,False,0.3443840444087982,4
Unknown,2403,False,0.4425247013568878,0
Unknown,6385,False,0.4751623868942261,5
Unknown,7113,False,0.42976778745651245,6
Unknown,1083,False,0.28091099858283997,1
Unknown,8143,False,0.4347154498100281,6
Unknown,1252,False,0.43211987614631653,5
Unknown,5169,False,0.37470442056655884,4
Unknown,1552,False,0.3700728714466095,4
Unknown,9191,False,0.4459296762943268,2
Unknown,9320,False,0.35787656903266907,4
Unknown,6446,False,0.4667534828186035,2
Unknown,4739,False,0.42609095573425293,0
Unknown,5107,False,0.3826275169849396,7
Unknown,6483,False,0.44015640020370483,5
Unknown,2961,False,0.3957022726535797,7
Unknown,3866,False,0.3140725791454315,1
Unknown,1099,False,0.38527873158454895,6
Unknown,2221,False,0.33203983306884766,1
Unknown,5848,False,0.3129863739013672,1
Unknown,965,True,0.0,6
Unknown,6330,False,0.47361892461776733,2
Unknown,6512,False,0.44956153631210327,9
Unknown,202,False,0.3101648986339569,1
Unknown,9945,False,0.41326549649238586,9
Unknown,7007,False,0.46935227513313293,2
Unknown,7699,False,0.46566444635391235,0
Unknown,1474,False,0.37763866782188416,8
Unknown,3784,False,0.3049980103969574,1
Unknown,8602,False,0.4831241965293884,2
Unknown,3243,False,0.4013480842113495,0
Unknown,9089,False,0.3862406611442566,9
Unknown,2053,False,0.35736793279647827,4
Unknown,637,False,0.4535449743270874,3
Unknown,809,False,0.27532583475112915,1
Unknown,1553,True,0.0,9
Unknown,3128,False,0.4127338230609894,2
Unknown,3910,False,0.4584643840789795,3
Unknown,5093,False,0.34049466252326965,1
Unknown,7696,False,0.37828007340431213,4
Unknown,9372,False,0.46204715967178345,5
Unknown,8286,False,0.34037402272224426,1
Unknown,7224,False,0.40257197618484497,9
Unknown,3727,True,0.5024960041046143,8
Unknown,7697,False,0.3664802610874176,9
Unknown,2562,False,0.41922247409820557,6
Unknown,7887,False,0.475284606218338,0
Unknown,1686,False,0.38146519660949707,8
Unknown,1876,False,0.3006140887737274,1
Unknown,2893,False,0.46314737200737,3
Unknown,1864,False,0.37426894903182983,4
Unknown,7150,False,0.33473408222198486,1
Unknown,3261,False,0.4129619300365448,3
Unknown,5335,False,0.37647655606269836,4
Unknown,6335,False,0.38157904148101807,7
Unknown,7428,False,0.43408337235450745,8
Unknown,8590,False,0.40510934591293335,9
Unknown,1930,False,0.4468381702899933,2
Unknown,5431,False,0.32407379150390625,1
Unknown,3152,False,0.2911485433578491,1
Unknown,899,False,0.4475195109844208,8
Unknown,613,False,0.3627937436103821,2
Unknown,4837,True,0.3454407751560211,7
Unknown,442,False,0.41223376989364624,3
Unknown,7445,False,0.40874531865119934,7
Unknown,601,False,0.39724603295326233,8
Unknown,4807,True,0.40707623958587646,8
Unknown,52,False,0.43931522965431213,5
Unknown,7100,False,0.42385852336883545,2
Unknown,3123,False,0.37792590260505676,4
Unknown,5404,False,0.39977288246154785,9
Unknown,9121,False,0.3158429265022278,1
Unknown,9683,False,0.367176353931427,4
Unknown,5997,True,0.0,5
Unknown,3499,False,0.38543805480003357,8
Unknown,1733,False,0.4783412516117096,6
Unknown,887,False,0.42664220929145813,3
Unknown,4832,False,0.3604137599468231,6
Unknown,5242,False,0.393912672996521,9
Unknown,8304,False,0.4407663941383362,7
Unknown,3448,True,0.4162280261516571,3
Unknown,8622,False,0.43894386291503906,6
Unknown,3011,False,0.38802534341812134,7
Unknown,5745,False,0.34554290771484375,7
Unknown,5365,False,0.4107245206832886,7
Unknown,2659,False,0.35767295956611633,4
Unknown,6006,False,0.33158308267593384,7
Unknown,2789,False,0.3303031325340271,1
Unknown,9448,False,0.34655511379241943,7
Unknown,4590,False,0.36974436044692993,4
Unknown,9621,False,0.4298214018344879,0
Unknown,3558,True,0.4389535188674927,5
DIFGSM,4106,False,0.45733365416526794,3
DIFGSM,9323,False,0.444936066865921,7
DIFGSM,4958,False,0.5079897046089172,0
DIFGSM,2280,True,0.0,3
DIFGSM,307,False,0.4073312282562256,7
DIFGSM,3147,False,0.4436224699020386,9
DIFGSM,5741,False,0.4611552953720093,4
DIFGSM,7504,False,0.4474646747112274,7
DIFGSM,1264,False,0.3728439509868622,4
DIFGSM,2403,False,0.4508763551712036,0
DIFGSM,6385,False,0.5110333561897278,5
DIFGSM,7113,False,0.47483935952186584,6
DIFGSM,1083,False,0.3036922216415405,1
DIFGSM,8143,False,0.466452956199646,6
DIFGSM,1252,False,0.42948898673057556,5
DIFGSM,5169,False,0.42910125851631165,4
DIFGSM,1552,False,0.4131670594215393,4
DIFGSM,9191,False,0.4693182706832886,2
DIFGSM,9320,False,0.4120272099971771,4
DIFGSM,6446,False,0.50080406665802,2
DIFGSM,4739,False,0.4451616406440735,0
DIFGSM,5107,False,0.4225628972053528,7
DIFGSM,6483,False,0.4724571704864502,5
DIFGSM,2961,False,0.4208700656890869,7
DIFGSM,3866,False,0.3567883372306824,1
DIFGSM,1099,False,0.4312381148338318,6
DIFGSM,2221,False,0.3741680383682251,1
DIFGSM,5848,False,0.35767629742622375,1
DIFGSM,965,True,0.0,6
DIFGSM,6330,False,0.5310460925102234,2
DIFGSM,6512,False,0.4547819197177887,9
DIFGSM,202,False,0.34598323702812195,1
DIFGSM,9945,False,0.42539727687835693,9
