Identifier,Evaluation,True,2-Norm for Adv.-Image,Class
Unknown,4106,False,0.6745691895484924,3
Unknown,9323,False,0.6748497486114502,7
Unknown,4958,False,0.6831567287445068,0
Unknown,2280,True,0.0,3
Unknown,307,False,0.682842493057251,7
Unknown,3147,False,0.7004627585411072,9
Unknown,5741,False,0.6681720614433289,4
Unknown,7504,False,0.6738858819007874,7
Unknown,1264,False,0.6586249470710754,4
Unknown,2403,False,0.6849983334541321,0
Unknown,6385,False,0.6801439523696899,5
Unknown,7113,False,0.6781530976295471,6
Unknown,1083,False,0.649010956287384,1
Unknown,8143,False,0.676417350769043,6
Unknown,1252,False,0.6683844923973083,5
Unknown,5169,False,0.6660625338554382,4
Unknown,1552,False,0.6418737769126892,4
Unknown,9191,False,0.6855909824371338,2
Unknown,9320,False,0.6566030979156494,4
Unknown,6446,False,0.6966388821601868,2
Unknown,4739,False,0.6920453906059265,0
Unknown,5107,False,0.6847155094146729,7
Unknown,6483,False,0.6645215153694153,5
Unknown,2961,False,0.6576666831970215,7
Unknown,3866,False,0.6448728442192078,1
Unknown,1099,False,0.6608438491821289,6
Unknown,2221,False,0.625012993812561,1
Unknown,5848,False,0.641688346862793,1
Unknown,965,True,0.6575496196746826,6
Unknown,6330,False,0.6875525712966919,2
Unknown,6512,False,0.6889877915382385,9
Unknown,202,False,0.6452833414077759,1
Unknown,9945,False,0.6790592074394226,9
Unknown,7007,False,0.690841794013977,2
Unknown,7699,False,0.686267614364624,0
Unknown,1474,False,0.6741005778312683,8
Unknown,3784,False,0.6595553755760193,1
Unknown,8602,False,0.6960582733154297,2
Unknown,3243,False,0.6862618327140808,0
Unknown,9089,False,0.6581392288208008,9
Unknown,2053,True,0.6518826484680176,4
Unknown,637,False,0.6915069222450256,3
Unknown,809,False,0.6542730927467346,1
Unknown,1553,False,0.6688995361328125,9
Unknown,3128,False,0.6966342926025391,2
Unknown,3910,False,0.6953878998756409,3
Unknown,5093,False,0.6357259750366211,1
Unknown,7696,False,0.6598302721977234,4
Unknown,9372,False,0.6828823089599609,5
Unknown,8286,False,0.6509494185447693,1
Unknown,7224,False,0.6660876274108887,9
Unknown,3727,True,0.6882983446121216,8
Unknown,7697,False,0.6608523726463318,9
Unknown,2562,False,0.6553413271903992,6
Unknown,7887,False,0.6794905066490173,0
Unknown,1686,True,0.0,8
Unknown,1876,False,0.6570420265197754,1
Unknown,2893,False,0.6743975877761841,3
Unknown,1864,False,0.648310661315918,4
Unknown,7150,False,0.6493908762931824,1
Unknown,3261,False,0.6632465720176697,3
Unknown,5335,False,0.6489143967628479,4
Unknown,6335,False,0.668968141078949,7
Unknown,7428,False,0.6839745044708252,8
Unknown,8590,False,0.6509511470794678,9
Unknown,1930,False,0.6952911615371704,2
Unknown,5431,False,0.6422634124755859,1
Unknown,3152,False,0.6490578055381775,1
Unknown,899,False,0.6881973147392273,8
Unknown,613,False,0.6864478588104248,2
Unknown,4837,False,0.6466464996337891,7
Unknown,442,False,0.6913836002349854,3
Unknown,7445,False,0.6676228046417236,7
Unknown,601,False,0.6741905212402344,8
Unknown,4807,True,0.6733715534210205,8
Unknown,52,False,0.6951472759246826,5
Unknown,7100,False,0.6837381720542908,2
Unknown,3123,False,0.6570164561271667,4
Unknown,5404,False,0.6560917496681213,9
Unknown,9121,False,0.6598507165908813,1
Unknown,9683,False,0.6535206437110901,4
Unknown,5997,True,0.0,5
Unknown,3499,False,0.6768381595611572,8
Unknown,1733,False,0.683760941028595,6
Unknown,887,False,0.672144889831543,3
Unknown,4832,False,0.6647182703018188,6
Unknown,5242,False,0.6738314032554626,9
Unknown,8304,False,0.6652266383171082,7
Unknown,3448,True,0.6864216923713684,3
Unknown,8622,False,0.6700717806816101,6
Unknown,3011,False,0.6713472008705139,7
Unknown,5745,False,0.6648150086402893,7
Unknown,5365,False,0.6817873120307922,7
Unknown,2659,False,0.6542730927467346,4
Unknown,6006,False,0.6637977957725525,7
Unknown,2789,False,0.6497712731361389,1
Unknown,9448,False,0.6654216647148132,7
Unknown,4590,False,0.6329259276390076,4
Unknown,9621,False,0.68205726146698,0
Unknown,3558,True,0.0,5
DIFGSM,4106,False,0.6469486355781555,3
DIFGSM,9323,False,0.6461666822433472,7
DIFGSM,4958,False,0.6332134008407593,0
DIFGSM,2280,True,0.0,3
DIFGSM,307,False,0.605819821357727,7
DIFGSM,3147,False,0.6436632871627808,9
DIFGSM,5741,False,0.6094684600830078,4
DIFGSM,7504,False,0.6203172206878662,7
DIFGSM,1264,False,0.5767776966094971,4
DIFGSM,2403,False,0.6750770807266235,0
DIFGSM,6385,False,0.6424946188926697,5
DIFGSM,7113,False,0.6482961773872375,6
DIFGSM,1083,False,0.6037282943725586,1
DIFGSM,8143,False,0.6649078130722046,6
DIFGSM,1252,False,0.6370934247970581,5
DIFGSM,5169,False,0.6042785048484802,4
DIFGSM,1552,False,0.5875051021575928,4
DIFGSM,9191,False,0.6492010951042175,2
DIFGSM,9320,False,0.607709527015686,4
DIFGSM,6446,False,0.6693983674049377,2
DIFGSM,4739,False,0.6742566823959351,0
DIFGSM,5107,False,0.6332858204841614,7
DIFGSM,6483,False,0.6600484251976013,5
DIFGSM,2961,False,0.6086124181747437,7
DIFGSM,3866,False,0.6025692224502563,1
DIFGSM,1099,False,0.6330330967903137,6
DIFGSM,2221,False,0.5990191698074341,1
DIFGSM,5848,False,0.6095984578132629,1
DIFGSM,965,False,0.6276359558105469,6
DIFGSM,6330,False,0.6426817774772644,2
DIFGSM,6512,False,0.64178866147995,9
DIFGSM,202,False,0.6191455125808716,1
DIFGSM,9945,False,0.6636009812355042,9
DIFGSM,7007,False,0.6356934905052185,2
DIFGSM,7699,False,0.6605961918830872,0
DIFGSM,1474,False,0.6375868320465088,8
DIFGSM,3784,False,0.6036342978477478,1
DIFGSM,8602,False,0.6339231729507446,2
DIFGSM,3243,False,0.6357645988464355,0
DIFGSM,9089,False,0.6186318397521973,9
DIFGSM,2053,False,0.6076511740684509,4
DIFGSM,637,False,0.6615235209465027,3
DIFGSM,809,False,0.5905839204788208,1
DIFGSM,1553,False,0.6415024995803833,9
DIFGSM,3128,False,0.6418154239654541,2
DIFGSM,3910,False,0.6695695519447327,3
DIFGSM,5093,False,0.5981510281562805,1
DIFGSM,7696,False,0.5939232707023621,4
DIFGSM,9372,False,0.6687249541282654,5
DIFGSM,8286,False,0.6016911268234253,1
DIFGSM,7224,False,0.6072803139686584,9
DIFGSM,3727,True,0.6761740446090698,8
DIFGSM,7697,False,0.6055354475975037,9
DIFGSM,2562,False,0.634257972240448,6
DIFGSM,7887,False,0.6419152021408081,0
DIFGSM,1686,True,0.0,8
DIFGSM,1876,False,0.6116729378700256,1
DIFGSM,2893,False,0.6386466026306152,3
DIFGSM,1864,False,0.5937102437019348,4
DIFGSM,7150,False,0.6149340271949768,1
DIFGSM,3261,False,0.6134809255599976,3
DIFGSM,5335,False,0.5691969394683838,4
DIFGSM,6335,False,0.6410799026489258,7
DIFGSM,7428,False,0.647789478302002,8
DIFGSM,8590,False,0.6250411868095398,9
DIFGSM,1930,False,0.6505421996116638,2
DIFGSM,5431,False,0.6102561950683594,1
DIFGSM,3152,False,0.5893726348876953,1
DIFGSM,899,False,0.6512922048568726,8
DIFGSM,613,False,0.6407550573348999,2
DIFGSM,4837,False,0.5921139121055603,7
DIFGSM,442,False,0.6361194252967834,3
DIFGSM,7445,False,0.6330090165138245,7
DIFGSM,601,False,0.6360288262367249,8
DIFGSM,4807,True,0.6231579184532166,8
DIFGSM,52,False,0.6478109359741211,5
DIFGSM,7100,False,0.6489916443824768,2
DIFGSM,3123,False,0.5862107276916504,4
DIFGSM,5404,False,0.6194184422492981,9
DIFGSM,9121,False,0.6071982979774475,1
DIFGSM,9683,False,0.5924082398414612,4
DIFGSM,5997,True,0.0,5
DIFGSM,3499,False,0.6365161538124084,8
DIFGSM,1733,False,0.6429752111434937,6
DIFGSM,887,False,0.6456649899482727,3
